like_id_placeholder,user_guid_fk,stream_guid_fk,liked_at
1,usr-e45b21c7,strm-ed63eac9,2023-12-12
1,usr-32ecc7cc,strm-f9e41ad4,2023-12-20
1,usr-48344912,strm-b726249b,2023-12-12
1,usr-0924ca48,strm-3b5c2707,2024-01-18
1,usr-ad0facb5,strm-e3944f00,2023-11-27
1,usr-aff16f5a,strm-22dd94e0,2023-11-15
1,usr-f01d6a7e,strm-d6cf39e2,2024-01-30
1,usr-41ba2370,strm-b3b4a705,2023-12-10
1,usr-d86bbc87,strm-7226e514,2023-10-07
1,usr-6e5aaf7b,strm-91b92ea6,2023-11-27
1,usr-f7eae2a6,strm-7793374d,2023-11-01
1,usr-a86828e6,strm-b0f99ccd,2023-09-16
1,usr-a660a97c,strm-538c4121,2023-12-09
1,usr-31eb8775,strm-b930d03c,2023-09-07
1,usr-ca983da7,strm-d1122dc7,2023-09-22
1,usr-bea1b101,strm-62e7c73f,2024-01-03
1,usr-0a3bb694,strm-dd017ac7,2023-11-22
1,usr-48344912,strm-0fd8936a,2023-09-16
1,usr-59038418,strm-4f5cfd2d,2024-01-18
1,usr-8fc70a13,strm-29a20708,2023-12-01
1,usr-2909ac09,strm-3719a50e,2023-12-26
1,usr-1924b5ec,strm-3e835b9b,2023-10-06
1,usr-d86bbc87,strm-a19c0677,2024-01-08
1,usr-8fc70a13,strm-66536332,2023-08-29
1,usr-76e382f8,strm-d7f691a1,2023-12-08
1,usr-5b0a7894,strm-becbcc63,2023-08-19
1,usr-1ba9dbd6,strm-573d1a00,2023-12-21
1,usr-735f86d2,strm-b7dd9a80,2024-01-24
1,usr-bf2a3290,strm-ab54a025,2023-12-04
1,usr-1a64f9e8,strm-3719a50e,2023-09-07
1,usr-bee48d6b,strm-d0ed5c78,2023-11-05
1,usr-e7805ec9,strm-52725ceb,2023-08-26
1,usr-4c86d48c,strm-95388783,2023-09-07
1,usr-f4e88a7c,strm-c8f70844,2023-10-14
1,usr-6e5a8eaa,strm-52725ceb,2023-08-31
1,usr-576c011d,strm-98025f23,2024-01-09
1,usr-e47c0c12,strm-e1f51435,2023-08-24
1,usr-a1046e7c,strm-2221f87f,2023-08-27
1,usr-4c86d48c,strm-52725ceb,2023-09-11
1,usr-4d664edc,strm-a616cfae,2023-10-19
1,usr-e2b7c331,strm-bf1b36e0,2023-10-28
1,usr-46905193,strm-567d9295,2023-12-10
1,usr-46ca183c,strm-2e16360a,2024-01-26
1,usr-5dbbd189,strm-252e80c1,2023-09-01
1,usr-587813d2,strm-274eecc3,2023-09-02
1,usr-5a33ea8c,strm-22a35f50,2023-08-31
1,usr-a86828e6,strm-e0042929,2023-12-04
1,usr-a1a37788,strm-2213d44b,2023-08-24
1,usr-7964db0d,strm-6b59edf7,2023-09-07
1,usr-4c86d48c,strm-5a9b9845,2023-09-22
1,usr-856200aa,strm-becbcc63,2023-11-18
1,usr-ca983da7,strm-f926f8cf,2023-12-20
1,usr-f24a47be,strm-9c6f51df,2023-11-10
1,usr-2a743762,strm-ee26500e,2023-11-01
1,usr-954b130f,strm-c8f70844,2023-12-01
1,usr-17a13355,strm-b3226b26,2023-09-10
1,usr-755b9a01,strm-d4881912,2023-11-27
1,usr-e42c8b9d,strm-959d0cda,2023-11-05
1,usr-46ca183c,strm-168e74e0,2023-08-15
1,usr-0e636010,strm-74908a6d,2023-12-25
1,usr-1924b5ec,strm-2c80f6e7,2023-12-08
1,usr-b2e46dab,strm-9386c0ae,2023-10-13
1,usr-1ba9dbd6,strm-3f189710,2023-09-21
1,usr-7d1ac601,strm-29ff15d3,2023-12-13
1,usr-b555effe,strm-a1ea70e1,2023-12-22
1,usr-44d7c355,strm-0f2b3668,2023-12-17
1,usr-0d767918,strm-4f5cfd2d,2023-08-22
1,usr-85fcbd72,strm-62a7a9b2,2023-09-15
1,usr-46ca183c,strm-3c944e3d,2023-10-11
1,usr-74345855,strm-77dab2ec,2023-09-06
1,usr-25d26aa6,strm-06f1f783,2023-10-23
1,usr-ed3d1cb7,strm-46a035d7,2023-10-07
1,usr-30f3e70f,strm-883348bd,2023-11-07
1,usr-9a015d8e,strm-32de3074,2023-12-05
1,usr-44d7c355,strm-b2633914,2023-11-08
1,usr-bccff7e3,strm-d6cf39e2,2023-11-18
1,usr-a1046e7c,strm-238906f2,2023-10-04
1,usr-5a052815,strm-52e3674d,2023-09-19
1,usr-63139c4c,strm-150d1cde,2023-12-20
1,usr-4d830a76,strm-023de01a,2023-11-12
1,usr-cd2f2ec2,strm-7cecf8d4,2024-01-01
1,usr-6bf4b8bb,strm-d77e6ee9,2023-08-25
1,usr-8c37fb97,strm-3759b269,2023-08-21
1,usr-0a3bb694,strm-b7dd9a80,2023-11-27
1,usr-b2e46dab,strm-5c671bd4,2023-09-08
1,usr-df56e82a,strm-0b94b8a8,2023-10-05
1,usr-8d8c58bc,strm-f7e6abd9,2023-09-08
1,usr-7ed71dcc,strm-5fdd5637,2023-08-21
1,usr-ff41e9fc,strm-6e9ddf10,2023-12-18
1,usr-4fcc955c,strm-d7f691a1,2023-12-18
1,usr-f04c75d7,strm-939f69bd,2023-12-20
1,usr-d2260722,strm-dc96f842,2024-01-23
1,usr-fea421ca,strm-d1995ae4,2023-08-31
1,usr-38bb498f,strm-66536332,2024-01-25
1,usr-3190cad9,strm-9497fa61,2024-01-14
1,usr-567871a3,strm-eb0e64ca,2023-10-10
1,usr-bccff7e3,strm-52725ceb,2023-12-02
1,usr-d59cad8a,strm-8bffbace,2024-01-06
1,usr-e38fa428,strm-bc40e633,2023-12-24
1,usr-02d28016,strm-e5c916d1,2023-11-06
1,usr-02d28016,strm-15519156,2023-12-26
1,usr-32ecc7cc,strm-dbdf82f4,2023-09-02
1,usr-6756b9ae,strm-601b5386,2023-11-12
1,usr-dac5c395,strm-c321dd43,2023-12-07
1,usr-befc4464,strm-12ee6107,2023-09-09
1,usr-44d7c355,strm-fc056caf,2024-01-19
1,usr-82895527,strm-29a20708,2023-10-22
1,usr-48344912,strm-edcd2ec3,2023-11-16
1,usr-0d46edd3,strm-22dd94e0,2024-01-11
1,usr-8b3c0733,strm-eb56c52f,2023-09-26
1,usr-6e5aaf7b,strm-c5ec244d,2023-08-30
1,usr-fc3dce2a,strm-52725ceb,2023-09-11
1,usr-d2b82aa2,strm-d8c48340,2023-09-25
1,usr-17a13355,strm-c9bb6a1a,2023-09-01
1,usr-5e401bb5,strm-00096f98,2024-01-22
1,usr-d8013104,strm-0b1d792d,2023-11-02
1,usr-6e5a8eaa,strm-9b4714c9,2023-10-06
1,usr-aff16f5a,strm-626e9808,2023-09-08
1,usr-c70f52dc,strm-62a7a9b2,2023-11-11
1,usr-f04c75d7,strm-4133bd19,2023-12-19
1,usr-43d993dc,strm-bf1b36e0,2023-12-15
1,usr-52ed6704,strm-1eca6d2f,2023-10-14
1,usr-5c996a68,strm-54d118d2,2024-01-21
1,usr-88a50a6e,strm-9c6f51df,2023-11-23
1,usr-0d9dd263,strm-92b21d02,2023-09-25
1,usr-d5f7f43d,strm-29a20708,2024-01-29
1,usr-088dfa4d,strm-33055a63,2023-08-23
1,usr-5b0a7894,strm-0b1d792d,2023-10-16
1,usr-0924ca48,strm-fd8cee7e,2023-10-29
1,usr-b4cc6812,strm-2251ce90,2024-01-07
1,usr-32af39e8,strm-cf754d74,2024-01-10
1,usr-4d830a76,strm-f3621f48,2024-01-16
1,usr-f434518c,strm-047cd7aa,2023-09-16
1,usr-ca91e8ad,strm-42bfed8f,2024-01-16
1,usr-ba1ffa8a,strm-dc7e18e4,2023-10-31
1,usr-3510ce29,strm-38efb685,2023-10-18
1,usr-08dbe213,strm-9a46ce22,2024-01-07
1,usr-7d1ac601,strm-3fd2c86b,2023-08-29
1,usr-02d28016,strm-38efb685,2023-12-18
1,usr-bc7470b9,strm-ac83e03b,2023-10-05
1,usr-1924b5ec,strm-b9cc06d3,2024-01-31
1,usr-863f94f9,strm-274eecc3,2023-10-16
1,usr-1c103460,strm-e9763f57,2023-12-16
1,usr-cd2f2ec2,strm-04e40c0d,2023-09-24
1,usr-0597d68f,strm-15f13f10,2023-12-23
1,usr-eb4d1c0e,strm-66536332,2024-01-15
1,usr-4844cb4c,strm-a68c53c8,2023-11-30
1,usr-735f86d2,strm-72993abf,2023-10-09
1,usr-180b1a51,strm-2f37334a,2023-10-04
1,usr-6e413631,strm-e40f0173,2023-11-06
1,usr-4d830a76,strm-afac5860,2023-09-09
1,usr-ec454ed0,strm-141d3b89,2023-10-02
1,usr-0597d68f,strm-601b5386,2023-09-14
1,usr-1a929e70,strm-f43563c8,2023-12-11
1,usr-1d676ed6,strm-62e7c73f,2023-12-28
1,usr-c3134135,strm-e3fb78f8,2024-01-20
1,usr-82c3f4b8,strm-51e7f8b8,2023-09-08
1,usr-5d57d842,strm-8fea7471,2023-09-14
1,usr-a1046e7c,strm-59ac15d4,2023-11-30
1,usr-950a4b93,strm-62a7a9b2,2023-10-05
1,usr-8c37fb97,strm-9cbc29c3,2023-08-22
1,usr-0d46edd3,strm-39e71b6e,2023-08-20
1,usr-0924ca48,strm-2e16360a,2023-11-20
1,usr-38bb498f,strm-8704455a,2023-11-05
1,usr-d8013104,strm-d390d15f,2023-08-27
1,usr-905c0529,strm-c8caf8ff,2023-10-10
1,usr-044499b1,strm-2a3381cd,2023-11-03
1,usr-fa698e22,strm-51a56e9d,2024-01-22
1,usr-587813d2,strm-b9cc06d3,2023-12-11
1,usr-c7722b72,strm-d0f87ae1,2024-01-19
1,usr-a6b25129,strm-51e7f8b8,2023-08-31
1,usr-de7855dc,strm-59ac15d4,2023-09-06
1,usr-7d1ac601,strm-5bf158f3,2023-10-07
1,usr-b2e46dab,strm-22a35f50,2023-11-07
1,usr-38bb498f,strm-aac0a258,2024-01-28
1,usr-59038418,strm-234697c0,2023-10-25
1,usr-4c23df88,strm-3cefec99,2023-09-21
1,usr-d59cad8a,strm-cad2fe44,2023-09-30
1,usr-31eb8775,strm-a0731f8b,2023-10-15
