follow_id_placeholder,follower_guid_fk,followed_guid_fk,created_at
1,usr-8a403aae,usr-b6e3ac3f,2023-08-17
1,usr-856e1aa6,usr-68561ff8,2023-06-03
1,usr-b6e3ac3f,usr-ed39d2c7,2023-06-11
1,usr-47580ba2,usr-68561ff8,2023-04-28
1,usr-b51322ee,usr-7914ca72,2023-06-17
1,usr-69a2ae0b,usr-b906ebde,2022-08-10
1,usr-b6b7a003,usr-7914ca72,2023-01-16
1,usr-6b654d33,usr-7ffac22b,2023-08-01
1,usr-d03a5876,usr-a1781274,2022-11-26
1,usr-a1781274,usr-a0166e9b,2023-10-13
1,usr-5526c15b,usr-075438cc,2023-02-23
1,usr-e3019d98,usr-d756efe5,2023-03-22
1,usr-a0166e9b,usr-937dbcc0,2022-08-18
1,usr-da671625,usr-b9021239,2023-05-30
1,usr-7ffac22b,usr-fc3f611c,2022-10-08
1,usr-f12d047f,usr-7ffac22b,2022-12-18
1,usr-075438cc,usr-a1781274,2022-12-22
1,usr-7a095695,usr-7a095695,2023-05-29
1,usr-5526c15b,usr-b6e3ac3f,2022-02-25
1,usr-6665bd40,usr-0b427144,2022-08-31
1,usr-3f2b03e8,usr-3f2b03e8,2023-05-26
1,usr-b906ebde,usr-bfcc7ca7,2022-08-07
1,usr-844bb365,usr-69a2ae0b,2022-06-05
1,usr-2659d7eb,usr-8a403aae,2024-01-05
1,usr-3a12affa,usr-da671625,2022-09-03
1,usr-c8b765b1,usr-6b654d33,2023-08-15
1,usr-7914ca72,usr-8a403aae,2022-09-09
1,usr-a24e3ea8,usr-b51322ee,2023-06-19
1,usr-d4fc6324,usr-5526c15b,2023-07-22
1,usr-d756efe5,usr-6b654d33,2023-10-28
1,usr-64420166,usr-937dbcc0,2023-08-22
1,usr-6665bd40,usr-d756efe5,2023-04-15
1,usr-fc4a2cf1,usr-ae2f98ba,2023-02-20
1,usr-0b427144,usr-8a403aae,2023-06-20
1,usr-ae2f98ba,usr-7a095695,2024-01-11
1,usr-856e1aa6,usr-937dbcc0,2022-06-18
1,usr-937dbcc0,usr-7a095695,2023-02-14
1,usr-da671625,usr-fc4a2cf1,2023-06-13
1,usr-5fa305ea,usr-fc4a2cf1,2022-04-11
1,usr-7914ca72,usr-9fcb82dd,2022-05-05
1,usr-69a2ae0b,usr-f1ddcacd,2023-11-15
1,usr-0014ea7d,usr-bfcc7ca7,2023-11-30
1,usr-b10d01b6,usr-844bb365,2023-08-29
1,usr-2e36bf40,usr-68561ff8,2022-11-01
1,usr-68561ff8,usr-a1781274,2023-03-07
1,usr-af6c0cbd,usr-6b654d33,2022-09-25
1,usr-0d757a3f,usr-fc3f611c,2022-03-24
1,usr-f1ddcacd,usr-fc4a2cf1,2023-02-11
1,usr-2659d7eb,usr-f12d047f,2022-12-10
1,usr-bfcc7ca7,usr-0b427144,2024-01-14
1,usr-856e1aa6,usr-ed39d2c7,2022-04-20
1,usr-0d757a3f,usr-937dbcc0,2022-02-13
1,usr-937dbcc0,usr-ed39d2c7,2023-08-09
1,usr-d03a5876,usr-0d757a3f,2022-07-26
1,usr-0d757a3f,usr-5526c15b,2023-08-04
1,usr-47580ba2,usr-7a095695,2023-02-07
1,usr-5526c15b,usr-b9021239,2023-12-28
1,usr-d4fc6324,usr-d4fc6324,2023-06-25
1,usr-64420166,usr-a0166e9b,2022-11-02
1,usr-7a095695,usr-d756efe5,2023-11-25
1,usr-b9021239,usr-2dea68c0,2023-12-18
1,usr-937dbcc0,usr-a24e3ea8,2023-12-28
1,usr-8a403aae,usr-0b427144,2023-03-25
1,usr-b9021239,usr-64420166,2022-05-06
1,usr-5fa305ea,usr-b906ebde,2022-06-03
1,usr-3f2b03e8,usr-47580ba2,2023-12-21
1,usr-f333f3aa,usr-a0166e9b,2023-05-12
1,usr-47580ba2,usr-856e1aa6,2022-08-15
1,usr-a24e3ea8,usr-6665bd40,2023-06-27
1,usr-b10d01b6,usr-64420166,2022-02-22
1,usr-d03a5876,usr-937dbcc0,2023-08-03
1,usr-f12d047f,usr-d4fc6324,2022-03-29
1,usr-8a403aae,usr-3a12affa,2022-02-09
1,usr-2659d7eb,usr-d03a5876,2022-12-22
1,usr-0014ea7d,usr-441f0b7e,2022-04-17
1,usr-fc4a2cf1,usr-d4fc6324,2022-05-13
1,usr-b6e3ac3f,usr-937dbcc0,2022-03-31
1,usr-d4fc6324,usr-8a403aae,2023-02-10
1,usr-a24e3ea8,usr-0d757a3f,2022-03-10
1,usr-f12d047f,usr-0014ea7d,2022-10-29
1,usr-b906ebde,usr-a0166e9b,2023-06-05
1,usr-da671625,usr-5526c15b,2023-03-05
