view_id_placeholder,user_guid_fk,stream_guid_fk,viewed_at,duration_ms,percentage_watched
1,usr-71da06be,strm-803b022e,2024-01-21,93564,0.9522596051470815
1,usr-0b3665ec,strm-712b6377,2023-12-31,2892693,0.5429865620616989
1,usr-c53ff454,strm-166ad6c7,2023-10-28,2352355,0.17214936249798463
1,usr-333c0324,strm-607d5e14,2023-11-18,700364,0.9862806363475076
1,usr-939cea05,strm-6fae812e,2023-09-17,2902332,0.12189882160172519
1,usr-e6c2655e,strm-7d0e3720,2023-12-15,856405,0.18613014678173107
1,usr-085637fb,strm-8b36308c,2023-09-25,1384261,0.2193318410897362
1,usr-b137c1a6,strm-93af7d91,2023-11-15,2459202,0.769427865593359
1,usr-99387932,strm-8d215c3a,2023-12-12,1518113,0.5094443495359594
1,usr-671a3c2c,strm-ee628a98,2023-10-22,2296966,0.32102843088914984
1,usr-a1e12cfb,strm-5467bab5,2023-10-23,627146,0.5105929978063153
1,usr-b803e93a,strm-852d0cf1,2023-12-09,396946,0.8256517012805505
1,usr-c650182a,strm-cc6e15b6,2023-10-15,384705,0.2630635952359016
1,usr-10ed81ee,strm-2e8b4b70,2023-09-03,981297,0.14119125129410184
1,usr-67692875,strm-9cd69f08,2023-09-25,3494315,0.8634962884355865
1,usr-872b9290,strm-c32a92ac,2023-08-24,1587070,0.6847695108640119
1,usr-939cea05,strm-a261d6d9,2023-12-26,1172030,0.7089047713024443
1,usr-057215aa,strm-efd689c4,2023-09-27,1625882,0.604792244601356
1,usr-83cd1f50,strm-45b0f5cd,2023-10-20,701989,0.5540625695951631
1,usr-7e12a659,strm-7975b80a,2023-12-23,758462,0.721074243337255
1,usr-8c46fb91,strm-845823aa,2023-12-23,3412517,0.9838455737419786
1,usr-93254392,strm-65bbe787,2023-12-05,1893558,0.9011269973887805
1,usr-a903ccdf,strm-e03a3d4c,2023-10-03,896415,0.7392199692311493
1,usr-a903ccdf,strm-6ecf5219,2023-10-30,2815527,0.3034981231233367
1,usr-ecd401c3,strm-ffdb53e2,2023-10-12,1509011,0.24876291826475466
1,usr-0cabf99a,strm-3e241767,2023-10-29,1156424,0.0706014887669484
1,usr-4a41ac76,strm-1bf9d1ce,2023-10-12,3095694,0.79761605825994
1,usr-8ccd0a83,strm-c062e22f,2024-01-29,2913062,0.9771719957547301
1,usr-d96c63ee,strm-8dce37e2,2023-10-15,2399347,0.8833206456645053
1,usr-888b4b2d,strm-b415c35a,2023-10-31,586942,0.46639340130372875
1,usr-5d8185a2,strm-0e22ec84,2023-11-27,3249175,0.5218561202752556
1,usr-e23b4e7d,strm-ab32a00c,2024-01-22,1837362,0.3064844829206977
1,usr-84ac4056,strm-771738d8,2023-08-13,782713,0.9270374452210868
1,usr-d2975aab,strm-83ad7aea,2023-08-12,1713771,0.33976446276939626
1,usr-ed450431,strm-c8cf3fc0,2023-09-15,458772,0.5558409553995536
1,usr-8cf580a5,strm-dff9bf57,2023-12-15,2966730,0.31714446778732647
1,usr-6534dcf1,strm-dd5aa05a,2023-08-23,2049865,0.7319234866571928
1,usr-01e6cbba,strm-4c81cc5f,2023-10-14,3320476,0.9490689585743581
1,usr-3e242518,strm-75bc8e40,2023-12-06,1053238,0.5616413537758393
1,usr-54312746,strm-7df6486f,2024-01-20,3532149,0.6527671135687908
1,usr-bf539df9,strm-103c9693,2023-11-07,2997119,0.9434154430553388
1,usr-2cfe7cd9,strm-09ca6016,2023-10-24,2750129,0.8926020479312204
1,usr-36542e8a,strm-4e3912dc,2023-10-22,2711619,0.1579987588588484
1,usr-4a2043e9,strm-9b91858c,2023-12-12,3552735,0.9109347762746848
1,usr-588afa11,strm-231e7970,2023-11-03,2151434,0.8073412604653057
1,usr-cb14b308,strm-f3fbc9f0,2023-10-20,957389,0.33414555104864885
1,usr-007f02c6,strm-f5e2b34f,2023-12-18,716226,0.3058051870036619
1,usr-a3b882b4,strm-e2edb0f0,2024-01-23,1149017,0.8587353663648869
1,usr-861fd094,strm-7c82b4a2,2023-12-23,408476,0.3160591248242135
1,usr-a734dfa1,strm-85c8adc4,2023-09-15,2759016,0.2793067676014475
1,usr-5ce8e59e,strm-55ed9d61,2023-09-28,1283386,0.6301881216242927
1,usr-009d8703,strm-3b0fed7f,2023-12-28,3325691,0.2657555693815246
1,usr-63584fd4,strm-35779b22,2024-01-14,2993075,0.2816654699762672
1,usr-fe050a4a,strm-b10ae839,2023-09-18,1876580,0.20628645442367127
1,usr-689346a2,strm-6b71c778,2024-01-02,1437460,0.5464597325721834
1,usr-99387932,strm-22cefc09,2023-11-23,2249222,0.8896087825568868
1,usr-44db6678,strm-889dacf2,2024-01-05,1869589,0.5243100330973278
1,usr-7e8b25eb,strm-971f89cf,2023-09-29,2906962,0.8986321005848005
1,usr-cfd7b13b,strm-23b6a130,2023-12-11,1772409,0.11394032275324958
1,usr-f639d715,strm-4e89cd0e,2024-01-19,2220139,0.2754918107435245
1,usr-69d7cde7,strm-a993e2fb,2023-12-07,2854882,0.3656597921072932
1,usr-21eaae1d,strm-447c57d2,2023-11-08,1580559,0.2215354093692612
1,usr-dd5ccc64,strm-c3459468,2023-10-03,2704497,0.9397293863479392
1,usr-e43aa2c9,strm-897710e3,2024-01-27,1718854,0.6711860173578218
1,usr-d09bc153,strm-a5aca4e9,2023-09-28,1343240,0.6771462588568643
1,usr-306fc64c,strm-bc2568ac,2023-12-22,3015072,0.8869688417046099
1,usr-63584fd4,strm-c392589e,2023-12-16,153383,0.7126012155108462
1,usr-a7afcfb0,strm-7cc61864,2023-12-14,957379,0.2710684788686293
1,usr-bb983f41,strm-fcc59680,2024-01-14,435927,0.8127784941978471
1,usr-cc7b218f,strm-a9503ad0,2023-12-25,1836251,0.24821916005376132
1,usr-86d78b9c,strm-9ca22a2c,2023-12-09,1452265,0.4523180483058054
1,usr-19926c0a,strm-9ba638eb,2024-01-13,3306442,0.717291126376158
1,usr-16d0b48f,strm-53f88c16,2024-01-27,1044708,0.35350937167929974
1,usr-851a41bf,strm-5e988eac,2024-01-06,896281,0.6829488737654872
1,usr-7d09fa26,strm-47fa03e2,2023-09-22,116240,0.9801992960530161
1,usr-fe43756d,strm-ca469e1c,2023-09-02,646833,0.9134811475232049
1,usr-fe050a4a,strm-5fccd8de,2023-09-04,2151128,0.6466706966509229
1,usr-99745c86,strm-71a75513,2023-08-27,220695,0.24791102643850343
1,usr-f5ef4dc4,strm-7c82b4a2,2024-01-10,2661213,0.8395235426032088
1,usr-406894bd,strm-521eea0a,2023-08-18,3378568,0.7876254226237833
1,usr-463f5ed7,strm-daaf7bc9,2024-01-22,2984243,0.21827325799291447
1,usr-16d0b48f,strm-62d6c9f0,2024-01-30,3051086,0.3419780306704392
1,usr-fd97d539,strm-c4e79877,2024-01-09,1582741,0.8686013193799474
1,usr-73e9ce31,strm-53e683fd,2023-09-20,906110,0.5723635119923075
1,usr-98bb8be9,strm-1720bc3e,2023-10-13,2692446,0.4323204095926493
1,usr-8ccd0a83,strm-d3c06471,2023-08-16,3283522,0.14421139817684636
1,usr-436cf9e2,strm-828951f9,2024-01-31,1188323,0.23853192680300989
1,usr-479baf6a,strm-c0422a63,2023-12-06,1147485,0.816084416080198
1,usr-ac4eb6d9,strm-993551c4,2023-12-13,2037677,0.8731530414259384
1,usr-0f2e67ed,strm-26b32a9e,2023-12-27,1347677,0.8142266677884771
1,usr-42a224cd,strm-f386f589,2024-01-08,289185,0.8407434605714414
1,usr-a2a4eb78,strm-9b0bf563,2023-11-03,791226,0.5008602288510524
1,usr-c4a77538,strm-9d294327,2024-01-22,867692,0.45270706268017685
1,usr-9df53057,strm-edad59bb,2023-09-22,2271416,0.7371811741450883
1,usr-fb24cc0a,strm-2fff9ca6,2023-09-08,198200,0.16438178927347735
1,usr-82955b44,strm-9ef10443,2023-09-21,3094412,0.9372910427279836
1,usr-fd317240,strm-cdfde505,2023-11-01,2356634,0.42703310874937445
1,usr-1e5174b4,strm-75bc8e40,2023-10-18,2383335,0.8126281381696817
1,usr-89bb5a1a,strm-ef19df8c,2023-10-23,2957811,0.9441315845218639
1,usr-66587839,strm-fac1724d,2024-01-17,787631,0.8669183421048191
1,usr-15d719e8,strm-47fa03e2,2023-11-26,584160,0.49570707469611597
1,usr-3c352d4a,strm-103c9693,2023-10-27,3531390,0.38519522223813446
1,usr-fffbf315,strm-dd5aa05a,2023-12-14,1088829,0.7522954315429127
1,usr-0c644555,strm-23125a1d,2024-01-22,2716880,0.4709649143983075
1,usr-f5ef4dc4,strm-68bc7aad,2023-11-05,2849487,0.09771411693723786
1,usr-3e6626d8,strm-8fc2793b,2023-11-23,1667334,0.5105925420817354
1,usr-e5576fac,strm-a851235e,2023-10-07,1466812,0.6094392780995865
1,usr-3bc89738,strm-c3da15e5,2023-10-18,454342,0.22083543507726533
1,usr-61c15ac5,strm-6ff63a33,2024-01-06,1598271,0.09470953293342185
1,usr-3d9eb86c,strm-1a53c1ac,2023-12-25,100416,0.812841102857847
1,usr-d2975aab,strm-79fdf836,2023-10-14,1349012,0.4764887562254074
1,usr-3a520cce,strm-ded5fb9e,2024-01-17,1483722,0.3127673491085676
1,usr-3d63c90c,strm-ec05082a,2023-10-19,2439058,0.2197435387731641
1,usr-4535bf6e,strm-c062e22f,2023-11-13,504061,0.4755226678822079
1,usr-189e7076,strm-890d1666,2023-12-17,2847091,0.5001400061059663
1,usr-7def6563,strm-75bc8e40,2024-01-08,3100652,0.5562769880124645
1,usr-3ab862f4,strm-b68f89b0,2023-10-10,3196550,0.07869501369159916
1,usr-2172bea2,strm-618ddd74,2023-08-17,853051,0.2565363022731903
1,usr-3a520cce,strm-298d6afb,2024-01-31,2812142,0.9310045867218506
1,usr-463f5ed7,strm-745aeded,2023-10-17,467312,0.6292950024454042
1,usr-72ccffda,strm-9ecec5af,2023-09-12,2375198,0.768726422728062
1,usr-d4b3ddf8,strm-e1449cfd,2023-10-01,2344702,0.34970428946688126
1,usr-3e6626d8,strm-22c8ac00,2023-08-24,2889770,0.33099491316522567
1,usr-32590e3d,strm-292e149d,2023-10-07,1563690,0.7036703175018031
1,usr-5fddd5e0,strm-7657a4fc,2023-11-13,2910821,0.9806125278821549
1,usr-ac6645c9,strm-14dca1d8,2023-08-20,429309,0.5792096517042536
1,usr-5940a8b0,strm-1e65aac4,2023-10-20,1582279,0.899282551467902
1,usr-fa1c446b,strm-ff962533,2023-12-13,2762482,0.15259313960162607
1,usr-6cf48cda,strm-993551c4,2024-01-13,2608825,0.33174511268928036
1,usr-a6046a13,strm-9ca22a2c,2023-09-23,2855688,0.5373154657565357
1,usr-e8a91a47,strm-bf7dcfcc,2023-09-21,1320390,0.3074948014268638
1,usr-26f11021,strm-bfec9bc6,2023-09-06,544786,0.2282523598478084
1,usr-be1a878c,strm-a7b734ca,2023-10-15,2228351,0.5970354445628155
1,usr-732748d8,strm-f17b39a8,2024-01-21,655267,0.3846279831394486
1,usr-0c876a73,strm-16f08b4a,2024-01-19,1311505,0.5689819296990684
1,usr-17be4c2c,strm-50746762,2024-01-20,3388713,0.26295243831430304
1,usr-95b86371,strm-bfe21a16,2023-10-16,3519821,0.2150960940988103
1,usr-89b64594,strm-828951f9,2023-11-28,3010488,0.4358912618133442
1,usr-aded0a89,strm-ed5268be,2023-08-31,1003405,0.5244442267211001
1,usr-7da859d3,strm-ec05082a,2024-01-30,1352622,0.08843480839965068
1,usr-0b62c162,strm-ac8654b7,2024-01-06,466885,0.2350788127086319
1,usr-1447e27f,strm-ebdc1739,2023-11-21,505603,0.3081182564620592
1,usr-65f183f2,strm-de78fcd5,2023-12-07,2661211,0.22940332627162685
1,usr-74f3c0f1,strm-9d52dc38,2023-12-09,2661000,0.0965603629948071
1,usr-a22e6c7d,strm-35fbf315,2023-12-10,2037249,0.37499681132270873
1,usr-8243eb5e,strm-b031adc6,2023-10-31,867270,0.09112854610438431
1,usr-82955b44,strm-8f577b9c,2023-11-12,991598,0.2116822498589725
1,usr-77f1c9d7,strm-3b0ffd5a,2023-12-13,2087116,0.6721409231552221
1,usr-a3b882b4,strm-c125fbd5,2023-12-03,2674015,0.9529928030699569
1,usr-cbb51816,strm-1a53c1ac,2023-12-07,351688,0.49508050660497005
1,usr-83cd1f50,strm-a68fd0b2,2023-11-08,1605415,0.2931704396933943
1,usr-4d884589,strm-1297d6f8,2024-01-04,2236733,0.9747862516169328
1,usr-ece69e4b,strm-1c415f21,2024-01-17,834434,0.8331898167912625
1,usr-1b518e43,strm-1297d6f8,2023-08-10,162573,0.350398960244196
1,usr-66f357c3,strm-1181a813,2023-10-02,1658581,0.38464149981032014
1,usr-c88f5b59,strm-2131029c,2024-01-27,1616683,0.6154828514578614
1,usr-ce9dc48c,strm-19e12731,2023-12-05,1839445,0.15628810059843312
1,usr-26f11021,strm-4a8fb245,2023-10-25,2207624,0.38472679679687893
1,usr-036f8de2,strm-53d5db68,2023-11-12,2990780,0.28752285647397174
1,usr-709d4205,strm-286d6e04,2023-08-19,2334071,0.7625972878233468
1,usr-79af3e4c,strm-38e0513f,2023-10-30,2265426,0.41958203681561823
1,usr-9d300478,strm-8d90aeb1,2023-09-24,1703438,0.5421637499988795
1,usr-37b139a0,strm-0ecdc4fb,2023-11-28,1043448,0.21077816452604464
1,usr-3c352d4a,strm-ded5fb9e,2023-10-14,3468882,0.8119518690251047
1,usr-195cd1bf,strm-9e179358,2024-01-21,1754555,0.8185374135767208
1,usr-06930d2f,strm-7af9c0b9,2023-12-04,2537970,0.06945712885584429
1,usr-753c30a3,strm-a1a313a1,2023-09-15,67122,0.6844452674360798
1,usr-e3ae5358,strm-ce47f3e7,2023-11-22,1742705,0.16745061422554114
1,usr-044cfa1f,strm-79ef6600,2023-10-08,1729021,0.058560914647851355
1,usr-84f78a3a,strm-b415c35a,2023-12-30,3235954,0.6303849983490051
1,usr-ac6645c9,strm-f77cd6c6,2023-09-26,814254,0.8960210026275195
1,usr-9b08ab5d,strm-85df4aaa,2023-10-07,1080006,0.7491359276305225
1,usr-e90f4a76,strm-cfe458c4,2023-10-11,1508473,0.5936267132589153
1,usr-cd35d433,strm-9e7f1589,2023-10-15,486097,0.5278466689453385
1,usr-563172d2,strm-095e1b5f,2023-10-13,2373291,0.30589586000755814
1,usr-10ed81ee,strm-8ed0a73b,2023-12-28,2611205,0.663961693705678
1,usr-44db6678,strm-6da39af7,2023-09-02,108839,0.1340905814206286
1,usr-ae04a0b9,strm-ded5fb9e,2024-01-08,1202513,0.9963942783062907
1,usr-0865b4ae,strm-b1324bee,2023-12-07,2046662,0.8504819501492752
1,usr-ac90e43b,strm-9c171188,2023-09-01,2691775,0.5097661292142233
1,usr-7e8b25eb,strm-8cbe38eb,2023-09-15,2802900,0.29882323233001945
1,usr-dc0db5f4,strm-a9c75173,2024-01-01,2638879,0.6466417977504308
1,usr-ef8f4538,strm-65c704ec,2023-09-02,2203111,0.7521581651096406
1,usr-2050c20f,strm-2fd0bd8b,2023-09-07,1543880,0.921207333789367
1,usr-870e140a,strm-5c7b9f68,2023-11-18,2304407,0.4016101801540656
1,usr-c9863c05,strm-fffa0295,2023-11-09,1189633,0.4869990516034845
1,usr-e3ae5358,strm-3df096cf,2023-09-09,1061384,0.48344283039283925
1,usr-fd97d539,strm-d30e3fbd,2023-09-10,3453688,0.8080801194004918
1,usr-009d8703,strm-292e149d,2023-12-06,211509,0.2519589227231613
1,usr-5c49cc50,strm-6ff63a33,2023-09-27,2598718,0.9297468010134206
1,usr-61c15ac5,strm-3d55924c,2023-11-17,2635584,0.28835451025035663
1,usr-808be698,strm-a516a8fc,2023-11-09,77116,0.539862783371742
1,usr-8af206a3,strm-22a0e579,2023-11-06,2354940,0.988983092977572
1,usr-75a0bce6,strm-7d18f436,2023-11-24,3473765,0.081503677251793
1,usr-8cf580a5,strm-4415d62b,2023-10-16,3455708,0.9336315082499902
1,usr-dc0a54ab,strm-afc7c48d,2024-01-03,3517571,0.6609519195847067
1,usr-1e88f33b,strm-b0dffebd,2023-10-28,2342660,0.43671610146460227
1,usr-7e8b25eb,strm-5076e183,2023-08-29,2988559,0.28475027658369156
1,usr-3802b3af,strm-dd9a757c,2023-11-02,2506071,0.3469396964180431
1,usr-49c77fa2,strm-c49ca910,2023-12-21,2033243,0.409635156163033
1,usr-3e242518,strm-1bfa3431,2023-10-20,1856906,0.46803886692097274
1,usr-0e3f3ded,strm-abd134a4,2023-12-15,110711,0.327287637688811
1,usr-3ab862f4,strm-6b71c778,2024-01-01,2837546,0.5547655698754876
1,usr-eb47641b,strm-630d5bb4,2023-10-17,2276382,0.05929916654421085
1,usr-f2e077f5,strm-d7a59021,2023-11-18,377398,0.9355419766393738
1,usr-a22e6c7d,strm-bc967a44,2023-12-19,416558,0.8523024919558292
1,usr-f5a74836,strm-fde85579,2023-08-15,1541696,0.29924021387523353
1,usr-0b8510e9,strm-1858b4ff,2023-08-24,2032983,0.29437737095010286
1,usr-4a4ef4ec,strm-231e7970,2023-12-10,2063634,0.8139798019490531
1,usr-f8618f0d,strm-861f4cf4,2024-01-01,2093860,0.6217974741025595
1,usr-70c09b42,strm-626eb9a8,2023-08-18,1530273,0.8542964785766691
1,usr-2a83dee9,strm-ac8654b7,2023-09-01,3581493,0.36543627267258216
1,usr-87bed5f2,strm-3e9afb7d,2023-11-05,1807759,0.7949951629809038
1,usr-ba47117e,strm-5d8c25ee,2023-12-06,241035,0.7223726317615654
1,usr-bb983f41,strm-7cc61864,2023-10-07,2131265,0.7153842043054847
1,usr-24b1fe50,strm-1ac3db41,2023-12-06,1542162,0.4620714945417842
1,usr-a28df583,strm-355732e4,2023-10-08,3454149,0.38397851236394814
1,usr-db29db64,strm-0ecdc4fb,2023-10-23,2308720,0.18550819993792705
1,usr-689346a2,strm-23869457,2023-08-19,3400080,0.26990359801044733
1,usr-8af206a3,strm-de8a5d69,2023-09-29,471765,0.45576751823071415
1,usr-64066ce8,strm-83ad7aea,2024-01-18,1975557,0.6682324377580656
1,usr-65f183f2,strm-75bc8e40,2023-11-24,3182114,0.7164435162927598
1,usr-2477a592,strm-861f4cf4,2024-01-24,1932677,0.18563183601468897
1,usr-ca7e1454,strm-de8a5d69,2023-09-13,1064426,0.13340481637407103
1,usr-d696626f,strm-8f577b9c,2023-09-18,215035,0.8923827521447166
1,usr-ebce95ed,strm-f0433220,2023-09-26,735222,0.24531904227858958
1,usr-ab623293,strm-f53dfaed,2023-08-21,1366337,0.3625272434376601
1,usr-1a279f8e,strm-75bc8e40,2023-09-08,2204361,0.9231520794750432
1,usr-5d8185a2,strm-84ea251e,2023-12-11,1115546,0.6516849425555511
1,usr-01e6cbba,strm-f7ba0cce,2023-10-05,824204,0.11235055821229106
1,usr-e97e3af3,strm-7b54ae69,2024-01-10,3271304,0.6928523528597064
1,usr-ecd401c3,strm-e9d78a2b,2023-10-19,2875967,0.5598375359219722
1,usr-a28df583,strm-e54b964d,2023-09-19,2220841,0.7353025237318516
1,usr-5c49cc50,strm-cfb9debb,2023-11-19,1600103,0.6495976861138774
1,usr-91e0bbe2,strm-8fec5b60,2023-10-26,2236045,0.10417061478596137
1,usr-8e35de03,strm-029bb28d,2023-11-09,2414999,0.24156901966778427
1,usr-32807830,strm-389cfcf4,2023-10-16,3574711,0.6793409198899395
1,usr-4c948415,strm-e9d78a2b,2023-11-22,227469,0.17079637305478917
1,usr-cd35d433,strm-fffa0295,2024-01-21,292621,0.053408555481819296
1,usr-1b518e43,strm-d8ae28a4,2023-10-24,2071780,0.05226733467774902
1,usr-861fd094,strm-79b4378e,2023-11-23,1049032,0.7097050633799215
1,usr-89b64594,strm-ab32a00c,2024-01-07,1087804,0.22815393420957986
1,usr-6030c159,strm-16e4ace8,2023-11-23,2270968,0.9311539795329654
1,usr-a761421a,strm-cfb9debb,2023-12-18,1038002,0.6317887237669959
1,usr-c290715c,strm-e9d78a2b,2023-09-21,656708,0.21494681302558766
1,usr-80f12197,strm-1be1e7b0,2023-11-19,211399,0.20457250742270494
