auction_id_placeholder,auction_guid,product_guid_fk,stream_guid_fk,starting_price,reserve_price,start_time,duration_seconds,end_time,status,winner_user_guid_fk,bid_count,current_price
1,auc-7d7033a5,prod-cde6590f,strm-14c87fa1,50.91271135952189,213.46130588779823,2023-10-29,348,2023-12-15,cancelled,usr-2a83dee9,3,50.91271135952189
1,auc-20789a97,prod-919534d0,strm-fde85579,194.87067948877666,318.8218427443382,2023-12-05,6933,2023-12-25,cancelled,usr-a2a4eb78,1,194.87067948877666
1,auc-666d73c5,prod-2702d3ba,strm-3f587295,180.47839816318606,439.15003140715504,2023-08-23,5261,2023-12-20,active,usr-74c1bdfd,1,180.47839816318606
1,auc-8982c65a,prod-8d280ac1,strm-f85bf81c,178.0107102969767,415.07111483235,2023-07-29,985,2023-09-02,active,usr-8adba44f,5,178.0107102969767
1,auc-8b6ee3f3,prod-a362fb6a,strm-42dfc03d,172.3188217248115,358.6962978703339,2023-12-05,4950,2023-12-22,cancelled,usr-410bd52a,0,172.3188217248115
1,auc-bcb1de7e,prod-b540a5ec,strm-f5c241f3,137.87759756993518,249.2133617603529,2023-05-09,5177,2023-10-21,cancelled,usr-bc585e1d,3,137.87759756993518
1,auc-c607b88e,prod-68b9abb4,strm-a489d57c,65.70212020959423,222.34003380500005,2023-11-29,3345,2023-12-05,unsold,usr-ae04a0b9,3,65.70212020959423
1,auc-80b7b138,prod-64e25edc,strm-3f587295,42.74263707687679,323.97957996427505,2023-11-01,4672,2023-11-24,active,usr-563172d2,4,42.74263707687679
1,auc-6444f982,prod-19ace41f,strm-818f4208,31.92013649382745,336.10684609729907,2023-10-08,1478,2023-11-11,pending,usr-39360c70,2,31.92013649382745
1,auc-7a91254c,prod-19ace41f,strm-283d6b40,40.096171669936915,169.58108660631575,2023-09-03,1784,2023-09-23,sold,usr-59abca28,0,40.096171669936915
1,auc-518d405f,prod-a421142b,strm-53e683fd,185.1048778689283,236.65712717695632,2023-08-05,4714,2023-09-16,sold,usr-49c77fa2,3,185.1048778689283
1,auc-e989667b,prod-80588a13,strm-5e2a7102,199.99792503195792,383.53193706014486,2023-04-18,4472,2023-09-27,active,usr-a29c3b3d,1,199.99792503195792
1,auc-9d3cfd28,prod-dddb4627,strm-75bc8e40,118.39619855161662,272.36542402725644,2023-11-13,3810,2024-01-14,cancelled,usr-0f2e67ed,4,118.39619855161662
1,auc-1bd8edb0,prod-3c00037f,strm-84ea251e,104.68774051072134,495.83990865774,2023-06-23,1858,2023-08-29,unsold,usr-a761421a,2,104.68774051072134
1,auc-14851c1e,prod-fc5ebbf5,strm-8dce37e2,87.19013481887241,401.7659161030855,2023-06-16,448,2023-08-20,active,usr-306fc64c,5,87.19013481887241
1,auc-ee305b06,prod-41ba5bb2,strm-618f8164,173.84498065544128,227.79285090895,2023-07-21,6100,2023-11-22,active,usr-488b1038,3,173.84498065544128
1,auc-e51ed380,prod-e28523a8,strm-7eb02f1b,147.97364684652078,349.9231407364713,2023-11-20,4910,2023-12-17,pending,usr-5b3a1a8c,4,147.97364684652078
1,auc-60750fd9,prod-5fdd4c19,strm-e8b82e07,173.38439857993393,213.1327868291547,2023-05-10,1984,2023-10-07,pending,usr-87ce9432,5,173.38439857993393
1,auc-f53717ca,prod-2bcb4943,strm-809a7c2b,42.90648664487833,489.41223096676805,2023-04-10,6129,2023-11-27,cancelled,usr-a840ec19,4,42.90648664487833
1,auc-fe3c8bb6,prod-9b5a8c1f,strm-f4e97cdb,140.02865914432977,389.03493831643834,2023-10-02,4652,2023-10-30,active,usr-a5489e02,2,140.02865914432977
1,auc-04dfada7,prod-b40c19cb,strm-97760681,10.408098306040591,237.42407117133956,2023-12-05,6524,2023-12-07,active,usr-4146a00d,0,10.408098306040591
1,auc-17069653,prod-5ca7ce24,strm-47455b75,112.63284702785865,166.49037195397838,2023-09-11,4453,2023-12-29,active,usr-ff1a7c19,1,112.63284702785865
1,auc-e8405027,prod-c5d8a103,strm-d5eeafd2,101.30386120081108,189.802844998905,2023-12-04,6460,2024-01-10,pending,usr-e0347164,0,101.30386120081108
1,auc-b0330aa6,prod-d5ec3448,strm-e1992bca,2.2427232856724975,20.539943630828656,2023-10-03,6252,2024-01-15,active,usr-36cfb7e9,2,2.2427232856724975
1,auc-2ae684e7,prod-4c1587af,strm-771738d8,190.1159442789039,485.0239538290033,2023-12-02,3474,2023-12-30,cancelled,usr-99387932,1,190.1159442789039
1,auc-9d3be976,prod-bf99080d,strm-9e7f1589,109.80928925443214,270.744454430294,2023-05-13,6707,2023-09-02,sold,usr-54312746,5,109.80928925443214
1,auc-cbdf696c,prod-fa0b6174,strm-b42cd5fa,78.46970499738697,479.38460685485455,2023-10-28,5817,2023-10-30,cancelled,usr-8adba44f,3,78.46970499738697
1,auc-e488041d,prod-5ff41789,strm-31c99b1b,177.25901134982078,193.2215503741149,2023-07-21,3348,2023-07-24,pending,usr-2ec6b155,1,177.25901134982078
1,auc-0994f17d,prod-8b00c792,strm-e2971639,134.0314790512942,399.0764429440447,2023-04-26,3632,2023-06-03,cancelled,usr-827b05a6,5,134.0314790512942
1,auc-ac3d8e1c,prod-5059b8b8,strm-50ea764a,92.37937665269334,266.52330115693,2023-03-30,6861,2023-07-09,sold,usr-e3ae5358,2,92.37937665269334
1,auc-60beafd1,prod-5020fa27,strm-e1d8f30e,179.2122312575833,271.9081040554535,2023-03-20,2463,2023-10-04,active,usr-e2cd8c52,2,179.2122312575833
1,auc-e12bb6a3,prod-f91fb261,strm-e92b7e98,99.98150038029054,405.53560762763766,2023-04-01,5144,2023-08-19,active,usr-e8a91a47,3,99.98150038029054
1,auc-7994ef07,prod-269e3591,strm-39bd7106,9.352207719937057,414.85463276424383,2023-09-28,2062,2023-12-15,active,usr-8f56139f,4,9.352207719937057
1,auc-4c9c16f3,prod-c9f49308,strm-897710e3,40.06428084624574,213.08768176066778,2023-11-13,3560,2024-01-10,active,usr-cd35d433,4,40.06428084624574
1,auc-c5a2c3dd,prod-62f532cb,strm-e1449cfd,86.26949132704169,214.6636947857486,2023-09-03,5697,2024-01-10,active,usr-c290715c,0,86.26949132704169
1,auc-7493061a,prod-4d575ef8,strm-89c5e2df,55.91097553622247,351.5776431629135,2023-03-31,3990,2023-07-23,active,usr-ac38c808,5,55.91097553622247
1,auc-cc66bbf1,prod-b779c634,strm-3f587295,66.5281422627887,376.2371653754424,2023-10-25,2571,2023-12-14,sold,usr-2dcc6710,5,66.5281422627887
1,auc-bc21bd75,prod-ceb4593a,strm-6b71c778,113.14644062404034,165.48949824176626,2023-12-01,289,2023-12-21,unsold,usr-3ab2703e,4,113.14644062404034
1,auc-557d2d53,prod-6573e0c2,strm-cae3b7bf,101.73373393083997,171.80991014949382,2023-07-24,492,2024-01-13,active,usr-b5f7409e,3,101.73373393083997
1,auc-29452d72,prod-66902403,strm-dfb657e7,159.10173693539738,399.9452948878717,2023-08-10,3008,2023-08-22,active,usr-2050c20f,3,159.10173693539738
1,auc-69955999,prod-9483a35f,strm-1609dc31,78.3293289674055,362.51850820660826,2023-06-03,5013,2023-08-16,sold,usr-36542e8a,5,78.3293289674055
1,auc-fb2e2df3,prod-1a28bbb8,strm-d2790257,10.457643615421908,248.00755397065322,2023-04-06,2364,2023-08-20,active,usr-044cfa1f,3,10.457643615421908
1,auc-899ec0a0,prod-0acdf77b,strm-a01590f1,31.602202743607155,241.69726018692288,2023-10-09,6711,2023-11-28,pending,usr-ddfd359c,4,31.602202743607155
1,auc-b5c8f7fd,prod-28ecb05e,strm-654d105e,179.63721619778173,349.6829451980201,2023-07-19,1754,2023-11-26,pending,usr-86c2b66b,4,179.63721619778173
1,auc-c22ad492,prod-f93f346b,strm-abd134a4,7.217466589693917,431.95469218557133,2023-10-12,951,2023-12-11,sold,usr-85d06d7e,4,7.217466589693917
1,auc-fb08336b,prod-b2f581fe,strm-6ca7fbc8,121.93052776128131,420.8150328733165,2023-07-30,3732,2023-10-25,active,usr-382112b4,0,121.93052776128131
1,auc-c5ed5fce,prod-8c237c38,strm-be6334b1,87.89754785867895,281.9184946698823,2023-05-31,6588,2023-11-13,sold,usr-323f5e0a,4,87.89754785867895
1,auc-47a86c3e,prod-d6c4e9ef,strm-ff962533,146.05726974974223,326.00493221057604,2023-11-09,5529,2023-12-14,active,usr-3012b316,3,146.05726974974223
1,auc-8e8a6f07,prod-acd9ecaf,strm-e9d78a2b,35.896665288251086,349.43694517498454,2023-06-24,5326,2023-10-19,pending,usr-79af3e4c,5,35.896665288251086
1,auc-69e28e21,prod-d4494769,strm-94a93a69,99.93245321461134,327.0445134317276,2023-06-27,4814,2023-08-22,cancelled,usr-ff1a7c19,1,99.93245321461134
1,auc-0388790f,prod-23d12218,strm-890d1666,45.64696324434082,465.15190218071325,2023-07-16,121,2023-09-20,active,usr-fb24cc0a,1,45.64696324434082
1,auc-9ca9aefc,prod-424d02e7,strm-9cd32da6,123.83056275127517,199.35652134166415,2023-06-27,1490,2023-11-16,active,usr-7a56117b,4,123.83056275127517
1,auc-983a28ca,prod-a9869a44,strm-fe20bedf,106.08170301460265,362.4157242595743,2023-03-04,650,2023-03-25,sold,usr-5dee8896,2,106.08170301460265
1,auc-56ce55b6,prod-68b9abb4,strm-c3da15e5,99.30188485398861,496.06960126118696,2023-06-23,2276,2023-12-27,active,usr-dc7e2922,2,99.30188485398861
1,auc-3aa79c8a,prod-a2a72834,strm-65736e36,91.31253591416055,193.7633264199691,2023-07-18,3287,2023-08-23,pending,usr-33efebeb,3,91.31253591416055
1,auc-2f988484,prod-ddab1ece,strm-8dce37e2,173.534089831454,394.9239969799779,2023-04-30,5579,2023-05-31,active,usr-4eaabdf1,1,173.534089831454
1,auc-59f203bb,prod-5570e47a,strm-0eeb2fc7,78.4274331714839,437.23965916543887,2023-12-11,3392,2024-01-03,unsold,usr-3789691f,4,78.4274331714839
1,auc-f57cbd1c,prod-a9869a44,strm-9ecd140e,23.42159334587955,38.38539733628677,2023-12-15,6207,2023-12-29,cancelled,usr-306cf904,3,23.42159334587955
1,auc-f8fe38d1,prod-26f20fe7,strm-2837a698,80.95752680838075,155.46231731510815,2023-09-01,1481,2023-09-14,active,usr-9cce52e6,2,80.95752680838075
1,auc-a704bbfa,prod-72dd7f04,strm-a9c75173,103.33602892061512,221.93399985370036,2023-05-04,5701,2023-09-27,pending,usr-aa39785f,1,103.33602892061512
1,auc-501c676b,prod-8ee1fcb8,strm-65bbe787,139.74695857218563,434.50920153904667,2023-07-08,4740,2023-11-14,active,usr-aae0ca52,4,139.74695857218563
1,auc-efabb220,prod-7345c28e,strm-2dea4c99,99.13129019043936,291.02446734410097,2023-06-21,2247,2023-06-26,pending,usr-70fc0373,2,99.13129019043936
1,auc-49280d74,prod-7264fae2,strm-6b92cad3,172.25617895410744,212.7277733542812,2023-08-27,6128,2023-10-21,pending,usr-70c09b42,2,172.25617895410744
1,auc-bef3fc6e,prod-eb12b24c,strm-54f257fb,64.11737647996779,407.4746086825387,2023-04-07,3725,2023-12-06,active,usr-939cea05,1,64.11737647996779
1,auc-7e5263d1,prod-b7231796,strm-aa2492b2,158.9446827209575,331.54219297887477,2023-04-10,4879,2023-11-29,active,usr-121c0ded,1,158.9446827209575
1,auc-51f48389,prod-9adea5b3,strm-e1db2df7,116.23734428639503,340.83638507502917,2023-07-20,617,2023-09-13,pending,usr-0e884c91,2,116.23734428639503
1,auc-50ed4e53,prod-8fa1a672,strm-6277e2db,24.42167969660467,105.81051471634036,2023-08-06,3987,2023-08-22,pending,usr-ecd401c3,4,24.42167969660467
1,auc-72ba6bd4,prod-751d53dc,strm-809a7c2b,191.21221771045342,227.2366319269653,2023-11-15,1372,2023-12-23,active,usr-53a34ca3,0,191.21221771045342
1,auc-04f62d83,prod-31ad14a8,strm-bdf963c6,158.99346073066073,406.82853973198786,2023-04-29,3815,2023-06-26,pending,usr-09114904,1,158.99346073066073
1,auc-fbdcf76a,prod-873c7d34,strm-53e683fd,188.7804151130702,346.0938718705469,2023-06-22,356,2023-11-30,active,usr-a5489e02,0,188.7804151130702
1,auc-659e8bcc,prod-edb5319f,strm-6f50ab39,101.5335077610112,439.81557407961776,2023-10-18,6932,2023-11-12,active,usr-945db540,2,101.5335077610112
1,auc-6f17c81e,prod-8dde4f04,strm-ae8622e9,50.31793615119799,199.00301023815996,2023-09-07,1758,2023-09-12,active,usr-eb47641b,5,50.31793615119799
1,auc-6555656e,prod-09b83666,strm-39f6bca4,147.13303044579314,343.09254361761015,2023-05-12,1248,2023-05-29,active,usr-4d884589,5,147.13303044579314
1,auc-318a6277,prod-14001f1b,strm-00a12c27,187.60058897419466,452.7694335577169,2023-03-13,2173,2023-03-16,pending,usr-a28df583,3,187.60058897419466
1,auc-9da3e02b,prod-db49eba4,strm-e1992bca,64.1488286137899,99.7714483634131,2023-07-23,4729,2023-10-14,active,usr-321cbcc1,1,64.1488286137899
1,auc-de9c7e96,prod-2e19d8e9,strm-cb693afc,21.40726808419982,441.9951899847705,2023-04-26,6434,2023-10-08,active,usr-db06c993,5,21.40726808419982
1,auc-47bb31b5,prod-487fcaf8,strm-d2790257,55.495048139436264,252.06518688262634,2023-08-23,5442,2023-11-21,pending,usr-ebce95ed,3,55.495048139436264
1,auc-90d4273b,prod-5e397a4e,strm-22f02b71,185.13833973650665,385.44391061298296,2023-04-14,5699,2023-10-13,active,usr-7e16f81c,3,185.13833973650665
1,auc-644e7fd5,prod-d971a034,strm-1c05c4c2,178.7598364307805,477.4492043284632,2023-09-12,2457,2023-09-29,active,usr-5fabae9d,3,178.7598364307805
1,auc-dc0356b7,prod-8de09367,strm-211056e1,18.207853558061622,144.89970294217554,2023-10-17,1936,2024-01-08,sold,usr-f336f8c3,4,18.207853558061622
1,auc-9d38413c,prod-4f5d209c,strm-f4dcb7a3,167.2997423671625,385.5626643724933,2023-03-10,1729,2023-04-17,sold,usr-195cd1bf,1,167.2997423671625
1,auc-7f36b924,prod-00225306,strm-48350211,190.36460818027768,306.0495589599768,2023-04-02,1706,2024-01-10,unsold,usr-701d4506,1,190.36460818027768
1,auc-65db6996,prod-dbdbd91d,strm-e77c38a3,60.87105324051933,271.956184422008,2023-10-27,1469,2024-01-01,active,usr-3e625a7c,3,60.87105324051933
1,auc-b6f0c778,prod-8b00c792,strm-3abd251f,135.08057224143064,492.15579942738754,2023-07-30,6871,2023-11-25,active,usr-63584fd4,2,135.08057224143064
1,auc-23bbac5d,prod-cb908652,strm-bfe21a16,135.65467559516043,203.26028622651947,2023-10-10,6928,2023-10-28,cancelled,usr-66f357c3,1,135.65467559516043
1,auc-92f41e3c,prod-77808d3d,strm-c20811aa,82.07143182217679,292.8582613863465,2023-11-10,3098,2023-11-20,active,usr-49c77fa2,1,82.07143182217679
1,auc-d09e39bc,prod-e003fa43,strm-7966167d,2.566269519914705,203.3911880088734,2023-05-12,3248,2023-07-21,sold,usr-ed25aa70,2,2.566269519914705
1,auc-60bdffed,prod-46505ab4,strm-7cc61864,44.663615635192286,230.69593599688054,2023-06-24,5876,2023-08-12,sold,usr-a903ccdf,4,44.663615635192286
1,auc-a68e5132,prod-e6a8fe68,strm-a662c316,14.068512278565958,76.42572395927532,2023-10-16,2060,2023-11-08,cancelled,usr-ef3da3fe,2,14.068512278565958
1,auc-379fb382,prod-963622e4,strm-e2971639,176.9200482845172,209.42199938746205,2023-10-10,407,2023-11-03,active,usr-4ab5ccfe,0,176.9200482845172
1,auc-35beec55,prod-f6da1737,strm-a1a313a1,16.448723130606307,465.39410466535134,2023-08-23,3080,2023-12-22,active,usr-a48e17fe,1,16.448723130606307
1,auc-c9e8f735,prod-2187e0c8,strm-a70cf48d,115.16612117769404,119.37729534360236,2023-12-16,5552,2024-01-09,active,usr-26f11021,1,115.16612117769404
1,auc-6f07e1ab,prod-e91962ed,strm-9d536ed6,28.069666258028622,208.0156306540161,2023-03-01,6198,2023-06-16,cancelled,usr-63bd7d24,3,28.069666258028622
1,auc-1ad4e0da,prod-9420cc80,strm-6277e2db,97.78373610334336,120.31855770526039,2023-11-04,3628,2023-12-04,active,usr-014cee71,0,97.78373610334336
1,auc-71109d53,prod-fc6b4171,strm-266e675d,48.71290743551386,398.8540768554568,2023-05-05,4552,2023-06-24,pending,usr-881561f2,0,48.71290743551386
1,auc-de999160,prod-553bd5c9,strm-75a050e3,199.333696434235,253.95416012123977,2023-03-11,6473,2023-05-13,active,usr-2406467a,3,199.333696434235
1,auc-5128d89c,prod-d6c4e9ef,strm-844277ae,27.83577189905598,326.0662738248251,2023-09-10,4436,2023-11-17,cancelled,usr-7e16f81c,2,27.83577189905598
1,auc-7d175f22,prod-752452b5,strm-e2971639,76.43866316342009,309.5607930566843,2023-08-07,3077,2023-09-14,cancelled,usr-3e242518,0,76.43866316342009
1,auc-47554487,prod-c53a8293,strm-fb49344a,73.38679918719637,285.4413847226695,2023-06-15,6832,2023-12-20,active,usr-3e625a7c,1,73.38679918719637
1,auc-d9947b30,prod-55437120,strm-7df6486f,10.948801115184645,153.6235489450397,2023-10-29,4347,2023-11-14,unsold,usr-d4b3ddf8,1,10.948801115184645
1,auc-f7f3290b,prod-f81f5de2,strm-a0ee67cd,71.38802076878383,266.88983033612794,2023-12-09,2114,2023-12-24,pending,usr-2406467a,0,71.38802076878383
1,auc-15bb6342,prod-00a7fdcd,strm-521eea0a,149.21647065182307,287.21321997283,2023-12-04,5132,2023-12-28,unsold,usr-9c7e7b2a,4,149.21647065182307
1,auc-15f933e7,prod-fe459970,strm-3adcc9b8,51.51000249275936,478.34136302504277,2023-09-15,3821,2023-10-31,active,usr-001cda6c,4,51.51000249275936
1,auc-7f755bb3,prod-afd6b625,strm-d2758dc0,178.6004483496813,461.62515557011386,2023-05-28,6593,2023-07-16,pending,usr-9ee9797d,2,178.6004483496813
1,auc-ed2ec7a1,prod-c48db6bc,strm-fddabc5a,1.6478150996097503,183.47316186745647,2023-12-12,3677,2024-01-12,sold,usr-258b7744,5,1.6478150996097503
1,auc-7b9e914d,prod-46505ab4,strm-4e3912dc,59.82469396427077,398.0528391772049,2024-01-01,2667,2024-01-10,pending,usr-2050c20f,2,59.82469396427077
1,auc-e758e1da,prod-853c27ec,strm-a90da259,94.98713309335211,226.97236840352878,2023-05-01,4035,2023-08-25,pending,usr-b009dca1,4,94.98713309335211
1,auc-c69b7098,prod-28dcdb13,strm-6b71c778,93.44781093543357,398.6186924449506,2023-10-22,3467,2023-10-28,active,usr-ca463301,0,93.44781093543357
1,auc-8a65e6d8,prod-33d32a1a,strm-c37879ca,21.887646242617343,292.39797813520164,2023-12-05,4499,2023-12-07,active,usr-eb444eae,4,21.887646242617343
1,auc-f736232f,prod-4c8ed389,strm-4e1f94f2,161.04714974293526,369.4537183251888,2023-11-22,1964,2023-12-03,sold,usr-057215aa,1,161.04714974293526
1,auc-90565b31,prod-2cb598ec,strm-b8fe2591,185.82027151119146,410.40117219770724,2023-05-18,623,2024-01-15,active,usr-14d8a4a4,2,185.82027151119146
1,auc-e908dead,prod-1881848a,strm-11d5f6c8,164.63288676166002,326.5154993277921,2023-03-13,388,2023-12-11,pending,usr-5b3a1a8c,4,164.63288676166002
1,auc-59247570,prod-8d280ac1,strm-3d55924c,33.768999626200504,373.8976335440679,2023-10-07,5214,2023-12-12,active,usr-c670e3f5,3,33.768999626200504
1,auc-4975d52c,prod-fe459970,strm-c05379c7,106.0910522828881,447.6373052474827,2023-11-27,1626,2023-12-28,unsold,usr-2d809b6a,1,106.0910522828881
1,auc-c5860a6b,prod-c9d749fb,strm-b604e6e7,78.22172973092182,189.21699325805355,2023-03-05,3687,2023-10-09,active,usr-372dec69,5,78.22172973092182
1,auc-8f908496,prod-953522c5,strm-b8fe2591,194.0973940660336,325.57220365349446,2023-09-03,2764,2023-09-06,active,usr-ae915f94,1,194.0973940660336
1,auc-3a35dfb6,prod-a5bb5f19,strm-9ca22a2c,13.542719463075157,493.93401111139696,2023-03-14,5808,2023-12-27,pending,usr-b57cdd8e,2,13.542719463075157
1,auc-4b813e1c,prod-3c65b09b,strm-70b8f235,40.95862937589705,240.32190637984544,2023-05-08,2410,2023-12-24,pending,usr-4146a00d,0,40.95862937589705
1,auc-7c8fb1d4,prod-83d07346,strm-e2e57d6b,151.9819216317537,198.286699113286,2023-08-21,3059,2023-09-25,active,usr-2608ece1,2,151.9819216317537
1,auc-e9418d91,prod-796c9a39,strm-de8a5d69,81.96587454893287,424.496621413354,2023-08-10,454,2023-12-16,unsold,usr-575220b6,3,81.96587454893287
1,auc-bd43aeb6,prod-f81f5de2,strm-a0ee67cd,168.0339040034985,493.22155480467654,2023-08-24,3864,2023-12-18,pending,usr-34c7262d,5,168.0339040034985
1,auc-a512d76c,prod-1cf005a1,strm-b5ac5981,146.79872874816834,350.05725034116745,2023-04-16,4600,2023-08-25,cancelled,usr-878e7410,3,146.79872874816834
1,auc-6c116d39,prod-78e8c6fe,strm-f17b39a8,96.03911055221637,244.49698684492296,2023-07-17,5992,2023-10-23,pending,usr-5c52e4cd,4,96.03911055221637
1,auc-b3ea1aae,prod-796c9a39,strm-3d55924c,179.6011063826294,426.1626812251196,2023-04-26,3494,2023-05-26,active,usr-4f0217be,2,179.6011063826294
1,auc-b45a4c46,prod-01aa629c,strm-77c39870,102.25914063919566,267.8924002052119,2023-10-15,4547,2023-11-23,cancelled,usr-a6077c58,1,102.25914063919566
1,auc-d3b7ad25,prod-f9d91f29,strm-2cccb64f,62.92511985980753,356.14057831164763,2023-08-01,2684,2023-09-20,unsold,usr-59abca28,1,62.92511985980753
1,auc-04623904,prod-4ec6e3d2,strm-aa4274db,160.81199189763626,261.15475841433096,2023-12-14,5102,2023-12-19,pending,usr-bbeaebb9,4,160.81199189763626
1,auc-f65b5cf5,prod-a77045ab,strm-54f257fb,175.96877651888354,457.65109834490875,2023-11-26,6240,2023-12-07,pending,usr-74f3c0f1,2,175.96877651888354
1,auc-587f9d6e,prod-49e4f4e6,strm-2e76ee0c,5.133285249179802,291.3668944530819,2023-10-10,4012,2023-12-13,pending,usr-cc531097,4,5.133285249179802
1,auc-f3b2afae,prod-f6b61abe,strm-e17e524c,125.57767845328782,158.3166125693104,2023-07-14,1157,2023-10-28,active,usr-bc9fcdb7,4,125.57767845328782
1,auc-0cfd60b1,prod-dd9ed0b3,strm-f639c225,144.4715076242007,353.63080839791917,2023-09-04,1461,2023-10-12,cancelled,usr-5947e2fd,3,144.4715076242007
1,auc-510f8c8e,prod-e5de988e,strm-7c82b4a2,168.7736336683783,316.69675131061365,2023-06-19,2585,2023-10-27,pending,usr-3fcf37a4,3,168.7736336683783
