view_id_placeholder,user_guid_fk,product_guid_fk,viewed_at,duration_ms
1,usr-575220b6,prod-1697cab0,2023-09-11,190992
1,usr-eb444eae,prod-c970bddb,2023-06-04,18206
1,usr-80f12197,prod-c3e4c128,2023-10-16,175854
1,usr-6c218f42,prod-9c5bb808,2023-05-17,184041
1,usr-21efc034,prod-b51d0fe2,2023-02-26,78451
1,usr-bef7e942,prod-b67e0d15,2023-12-23,52581
1,usr-b4b12cc2,prod-94cc5b77,2023-08-22,87488
1,usr-488b1038,prod-e340f32e,2023-12-23,6109
1,usr-86ef8101,prod-ed89a304,2023-07-15,185195
1,usr-37b139a0,prod-58d232b8,2023-06-15,31301
1,usr-f8c573d0,prod-40466799,2023-03-15,68486
1,usr-2608ece1,prod-fcfcc63d,2023-09-13,238864
1,usr-518a9ac3,prod-9d4d5167,2023-08-02,164534
1,usr-fffbf315,prod-26f20fe7,2023-03-14,8879
1,usr-91e0bbe2,prod-dfb3b714,2023-09-22,118274
1,usr-6f933322,prod-a6b57037,2023-08-11,39456
1,usr-73e9ce31,prod-74aca165,2023-12-26,213315
1,usr-a5d3d498,prod-2bcb4943,2023-05-26,16846
1,usr-861fd094,prod-8aafc966,2023-08-18,117887
1,usr-d09bc153,prod-f00bfa2f,2023-04-10,54217
1,usr-3aab52ef,prod-e3e4d695,2024-01-04,105194
1,usr-9d300478,prod-5371d259,2024-01-06,53415
1,usr-5fddd5e0,prod-bea130e4,2023-09-08,84285
1,usr-c290715c,prod-0c01f40b,2023-09-03,292492
1,usr-1953e006,prod-1881848a,2023-06-15,233397
1,usr-bbcf7f8b,prod-29e3dfe6,2023-08-04,86364
1,usr-5d9e1a61,prod-6b661255,2023-10-01,227459
1,usr-3ee0a362,prod-5e702ed5,2023-08-18,78408
1,usr-0cabf99a,prod-b52b1ef3,2023-08-25,223040
1,usr-513995eb,prod-2702d3ba,2023-10-06,242258
1,usr-92d253cc,prod-261d4a49,2023-09-10,22011
1,usr-cc7b218f,prod-adb3f4d0,2023-10-12,120927
1,usr-17ffe674,prod-6d5a3999,2023-06-26,178397
1,usr-98bb8be9,prod-819bb382,2023-07-13,239191
1,usr-c1e5c048,prod-28ecb05e,2023-07-11,195695
1,usr-21efc034,prod-0286aee1,2023-05-25,97993
1,usr-ef115f72,prod-41ba5bb2,2024-01-27,297127
1,usr-d5c916af,prod-5e37640f,2023-10-01,67030
1,usr-4c948415,prod-0e768119,2023-02-07,9583
1,usr-cfd7b13b,prod-a0ae2046,2023-07-30,106701
1,usr-5d8185a2,prod-10fc5640,2023-06-27,15440
1,usr-0e884c91,prod-5edd28f5,2023-08-06,89495
1,usr-ff1a7c19,prod-f1c3f046,2023-09-19,109862
1,usr-a761421a,prod-4b1ad318,2023-05-19,46916
1,usr-89bb5a1a,prod-164b2859,2024-01-12,212272
1,usr-01e6cbba,prod-a6b57037,2023-06-19,239842
1,usr-bf907aca,prod-595b6ae2,2024-01-10,6266
1,usr-ebce95ed,prod-b765d182,2023-09-26,253140
1,usr-2477a592,prod-b39d46e8,2023-06-15,101539
1,usr-c5a308ed,prod-8255b58c,2023-10-21,126942
1,usr-b4018676,prod-c970bddb,2023-12-25,285259
1,usr-2b939700,prod-c07a2235,2023-07-30,147808
1,usr-c670e3f5,prod-e27e6cf6,2023-05-12,162823
1,usr-b4018676,prod-5059b8b8,2023-05-13,219965
1,usr-9526250e,prod-375c710b,2023-06-21,130125
1,usr-a29c3b3d,prod-8d3ee22a,2023-03-12,140151
1,usr-e0347164,prod-33d32a1a,2024-01-04,158276
1,usr-0d4459b0,prod-ee82a178,2023-09-05,5630
1,usr-f040f72e,prod-f6da1737,2023-12-22,237734
1,usr-8b4608dc,prod-356128dc,2023-03-18,39647
1,usr-f5094f89,prod-3036354b,2023-09-06,122427
1,usr-ec79c293,prod-553bd5c9,2023-01-10,224709
1,usr-49c77fa2,prod-1a28bbb8,2023-08-16,96402
1,usr-323f5e0a,prod-83d27da7,2023-07-12,158825
1,usr-e3ae5358,prod-41ff6581,2023-05-06,104288
1,usr-fb750c80,prod-743da074,2023-11-25,267183
1,usr-f854ca85,prod-71b24e4e,2024-01-14,188513
1,usr-406894bd,prod-4b20d447,2023-12-15,82846
1,usr-e90f4a76,prod-f2db3aaf,2023-05-16,237557
1,usr-0db68f2e,prod-5e702ed5,2023-09-04,42100
1,usr-fc5e4d17,prod-2e43675c,2024-01-17,278075
1,usr-fb750c80,prod-d890ecf5,2023-01-22,232562
1,usr-b0ca75f8,prod-e003fa43,2023-08-15,152329
1,usr-4a2043e9,prod-11e42c57,2023-02-23,39540
1,usr-34c7262d,prod-7b3fe988,2023-07-27,284943
1,usr-4cec6433,prod-6e8f53c5,2023-11-18,86820
1,usr-c7872d7d,prod-1ae10ede,2023-12-05,161826
1,usr-f7b97516,prod-595b6ae2,2023-03-13,249475
1,usr-89bb5a1a,prod-f91fb261,2023-02-04,250118
1,usr-e6c2655e,prod-e3faec95,2023-02-02,195960
1,usr-b7be189e,prod-a7643bb2,2024-01-22,203810
1,usr-a0643a95,prod-7dedd480,2023-10-22,61037
1,usr-9851029e,prod-c9f49308,2023-09-26,44886
1,usr-ed25aa70,prod-a8852e68,2023-09-14,261603
1,usr-226686e4,prod-66746659,2023-01-24,106236
1,usr-9526250e,prod-f367f039,2023-07-21,270522
1,usr-707be311,prod-edb420d4,2023-03-08,280665
1,usr-9d300478,prod-b232c49e,2023-04-26,61479
1,usr-74c1bdfd,prod-c740a243,2024-01-17,51912
1,usr-8bae6662,prod-b540a5ec,2023-02-11,268164
1,usr-99cc2a7a,prod-de4e52ed,2023-11-03,229359
1,usr-563172d2,prod-164b2859,2023-06-24,237348
1,usr-a0575353,prod-fb888865,2023-02-16,195245
1,usr-87ce9432,prod-f39de523,2023-05-09,238313
1,usr-0a1ed326,prod-8877abf2,2023-02-14,283946
1,usr-195cd1bf,prod-8fa1a672,2023-12-19,263428
1,usr-689346a2,prod-e55a0f20,2023-12-12,75965
1,usr-ee4589ed,prod-f7f04d8b,2023-04-26,282532
1,usr-56248453,prod-3a0446b2,2023-02-18,135523
1,usr-1e5174b4,prod-c2b9fb82,2023-01-24,70818
1,usr-74c1bdfd,prod-13efe102,2024-01-14,230696
1,usr-3d7299a5,prod-98b24359,2023-11-23,289227
1,usr-632c3cc1,prod-c946723a,2023-05-19,252118
1,usr-aa8e863d,prod-adaa5db2,2023-02-15,70279
1,usr-75a0bce6,prod-4f5d209c,2023-09-30,150275
1,usr-b5614691,prod-149464f8,2023-07-06,45091
1,usr-f7b97516,prod-fc228198,2023-03-31,151007
1,usr-fd317240,prod-29e3dfe6,2023-04-05,232409
1,usr-f040f72e,prod-9fe69460,2023-05-30,142057
1,usr-62a05217,prod-78784a5d,2024-01-24,108820
1,usr-84f78a3a,prod-b317d5f8,2024-01-08,98088
1,usr-cddb9eb8,prod-650a1e42,2023-05-07,199638
1,usr-121c0ded,prod-1a28bbb8,2023-11-20,27690
1,usr-c650182a,prod-0968fae6,2024-01-06,153779
1,usr-057215aa,prod-61b9b533,2023-03-19,166933
1,usr-65b557e1,prod-c86983f7,2023-12-26,187828
1,usr-68677915,prod-3b83b59f,2023-04-08,66449
1,usr-f5ef4dc4,prod-9e99072a,2023-02-26,83392
1,usr-2a83dee9,prod-5fafe853,2023-11-11,156150
1,usr-6030c159,prod-4dc68638,2023-05-13,291856
1,usr-0c644555,prod-15a0f89a,2023-09-17,299289
1,usr-17ab0c5f,prod-95d27754,2023-07-10,129673
1,usr-3ab2703e,prod-c8b5440f,2023-12-31,126760
1,usr-24b1fe50,prod-6e8a0f78,2023-01-28,103068
1,usr-23e0eb10,prod-f9922a14,2023-05-04,133402
1,usr-c87855e9,prod-43183285,2023-12-10,152544
1,usr-4a41ac76,prod-59cc2fb5,2023-06-28,251265
1,usr-7997105c,prod-269e3591,2024-01-17,108055
1,usr-2cfe7cd9,prod-0345a5aa,2023-07-12,101460
1,usr-88fc32f1,prod-f6da1737,2023-09-04,84787
1,usr-bba6c0a7,prod-0df0dd13,2023-03-03,266766
1,usr-f5a74836,prod-1b73fb50,2023-01-25,287099
1,usr-410bd52a,prod-22af9c0e,2023-11-19,201757
1,usr-6030c159,prod-aff8b8da,2023-05-15,191324
1,usr-ef115f72,prod-df3690cd,2023-09-18,95455
1,usr-5c49cc50,prod-6573e0c2,2023-12-19,117171
1,usr-7e8b25eb,prod-eda8a3bb,2023-04-01,81702
1,usr-21efc034,prod-60f0fcbe,2023-03-03,268838
1,usr-ac8641c4,prod-caad8752,2023-05-13,191597
1,usr-a1e12cfb,prod-c2255e2a,2023-09-17,288719
1,usr-83cd1f50,prod-effe7953,2023-01-28,269784
1,usr-d696626f,prod-31d37f6b,2023-04-04,14578
1,usr-1671e858,prod-b0444504,2023-11-28,152997
1,usr-3363230e,prod-4631af35,2023-04-26,261075
1,usr-28fafd3f,prod-6fd009a2,2023-03-07,178186
1,usr-1163eea7,prod-f1cd8f9e,2023-05-07,91780
1,usr-0e3f3ded,prod-0e6e05f9,2023-03-04,169102
1,usr-4949fbdd,prod-bc787b7d,2023-09-13,30028
1,usr-14db22af,prod-54c8c043,2023-06-05,77851
1,usr-ac38c808,prod-caad8752,2023-03-19,218681
1,usr-d4df49b7,prod-d890ecf5,2023-08-30,103868
1,usr-c650182a,prod-43fa4599,2023-09-07,137267
1,usr-cbb51816,prod-b0444504,2023-03-08,9956
1,usr-085637fb,prod-fecb9fbe,2023-03-30,167800
1,usr-f854ca85,prod-1b73fb50,2024-01-14,253619
1,usr-4146a00d,prod-c8ac0dd4,2023-07-29,143620
1,usr-3e6626d8,prod-b89fc0d6,2023-06-08,6159
1,usr-34c7262d,prod-fbf6bd99,2024-01-10,276021
1,usr-6e910758,prod-68b334d8,2023-02-22,93818
1,usr-1dfc1beb,prod-426bf8e5,2023-10-05,177316
1,usr-596c4741,prod-a0ae2046,2023-03-10,44144
1,usr-15317707,prod-a4bc073e,2023-05-31,11538
1,usr-03282f4d,prod-adb3f4d0,2023-07-18,14307
1,usr-c4bd75e0,prod-1dbce41c,2023-04-24,216137
1,usr-e596b439,prod-5da78f52,2023-02-19,211495
1,usr-0f2e67ed,prod-3b83b59f,2023-04-20,36129
1,usr-a22e6c7d,prod-63c4e3af,2023-02-17,227089
1,usr-4a41ac76,prod-71f6a9f2,2023-02-26,56653
1,usr-c88f5b59,prod-2c5fee18,2024-01-08,129129
1,usr-7cce8a8e,prod-68b9abb4,2024-01-27,229202
1,usr-34c7262d,prod-68d3fe4f,2024-01-25,84087
1,usr-626d9652,prod-b9369d46,2024-01-31,204426
1,usr-e38ad911,prod-20ff5ad7,2023-08-24,112577
1,usr-b2838242,prod-0e768119,2023-09-20,206783
1,usr-a0575353,prod-375c710b,2023-06-09,150358
1,usr-e90f4a76,prod-e942d43c,2023-06-21,124412
1,usr-c4bd75e0,prod-3f72da47,2023-06-08,123418
1,usr-db06c993,prod-6345d3d4,2023-11-10,98790
1,usr-f7b97516,prod-46505ab4,2023-05-10,298023
1,usr-b151114e,prod-608e1f26,2023-04-11,184571
1,usr-3f5854f3,prod-22114331,2023-03-31,191158
1,usr-2477a592,prod-cb908652,2023-07-31,93030
1,usr-b4cbcbcc,prod-0d7b857d,2023-07-15,148451
1,usr-d317658b,prod-fbf6bd99,2023-12-07,4901
1,usr-a8e79038,prod-b460ea3d,2024-01-15,9100
1,usr-8f940196,prod-97f95ea5,2023-07-30,93929
1,usr-027a7f5d,prod-690611b6,2023-03-14,297322
1,usr-04469108,prod-70083921,2023-10-23,229072
1,usr-77ce3cff,prod-fd4e2f1a,2023-10-04,106101
1,usr-56b88022,prod-4dc68638,2023-10-11,236003
1,usr-c5a308ed,prod-64b3b180,2024-01-26,287670
1,usr-50e5c515,prod-e003fa43,2023-08-15,284712
1,usr-035c84bc,prod-6573e0c2,2023-08-22,157683
1,usr-802b9fdb,prod-6c4660fc,2023-02-15,201212
1,usr-17ffe674,prod-796c9a39,2023-04-24,223187
1,usr-8cf580a5,prod-c030197c,2023-09-10,198113
1,usr-d4df49b7,prod-f9922a14,2023-01-16,70324
1,usr-463f3f17,prod-bbabf535,2023-10-27,296025
1,usr-32e97dce,prod-255fcf7d,2023-03-09,19001
1,usr-69d7cde7,prod-2cb598ec,2023-02-21,177255
1,usr-f3055a8d,prod-8e88216e,2023-04-01,202950
1,usr-93254392,prod-e003fa43,2023-10-07,35713
1,usr-7def6563,prod-9b5a8c1f,2023-09-18,68292
1,usr-3802b3af,prod-13fb3c2e,2023-09-01,279429
1,usr-2f0a0625,prod-0a5df33f,2023-04-15,17344
1,usr-814f938d,prod-ee2f6252,2023-12-10,258022
1,usr-ef3da3fe,prod-4347d27a,2023-09-25,121639
1,usr-f9e4791d,prod-49e4f4e6,2023-10-09,292201
1,usr-ab623293,prod-59cc2fb5,2023-05-26,13081
1,usr-b803e93a,prod-78784a5d,2023-06-23,65765
1,usr-f8c573d0,prod-aaf1d713,2023-08-03,41746
1,usr-808be698,prod-64b3b180,2023-11-09,17377
1,usr-8f940196,prod-6f8f2755,2023-12-02,204351
1,usr-64066ce8,prod-24c44842,2023-03-04,119761
1,usr-7779e4d2,prod-f2778f8a,2023-06-30,283693
1,usr-939cea05,prod-8d525e30,2023-02-16,291370
1,usr-bbeaebb9,prod-0aaa2aa9,2023-03-23,211999
1,usr-f854ca85,prod-60b2c58e,2023-11-08,182478
1,usr-84ac4056,prod-f5bf24d2,2023-05-22,89232
1,usr-4ab5ccfe,prod-7fbfa778,2023-07-08,91426
1,usr-0a166644,prod-e649174a,2023-12-08,296946
1,usr-6f933322,prod-8fa1a672,2023-10-23,101373
1,usr-b7be189e,prod-b08abd89,2023-07-31,100783
1,usr-e3ae5358,prod-9b491404,2023-03-31,12222
1,usr-4d078e3d,prod-28b1e7f6,2023-02-21,39981
1,usr-1163eea7,prod-7a66d728,2023-06-03,48967
1,usr-3076ff98,prod-54108c12,2023-07-02,210662
1,usr-17ab0c5f,prod-1503c030,2023-12-20,248815
1,usr-626d9652,prod-b0444504,2023-04-21,148672
1,usr-17c0fe92,prod-8b00c792,2023-03-25,101796
1,usr-fe050a4a,prod-a9869a44,2023-06-02,139111
1,usr-7a56117b,prod-16aa2815,2023-09-25,15464
1,usr-f2e077f5,prod-b2f581fe,2023-08-15,278076
1,usr-59abca28,prod-7721264e,2023-08-27,42696
1,usr-ed450431,prod-cf285d70,2023-06-25,104612
1,usr-5947e2fd,prod-da5eae5e,2023-04-14,54377
1,usr-d6578220,prod-0aca6087,2023-11-03,287336
1,usr-8ccd0a83,prod-4347d27a,2023-08-09,15247
1,usr-c4a77538,prod-1e410105,2023-05-05,142325
1,usr-13270652,prod-adaa5db2,2023-02-02,19948
1,usr-da64cec7,prod-9e75ceae,2023-05-21,130921
1,usr-4701e91e,prod-d6c4e9ef,2023-02-03,87843
1,usr-a9449936,prod-c4fb4174,2023-10-25,50882
1,usr-25b9b898,prod-ed0e2afc,2023-08-15,200855
1,usr-154b2291,prod-2eafe68f,2023-10-26,166051
1,usr-32807830,prod-28b1e7f6,2024-01-14,197121
1,usr-60e3aeb4,prod-6d2f0390,2023-06-30,135542
1,usr-f2e077f5,prod-8aafc966,2023-02-23,76374
1,usr-a1e12cfb,prod-4d3707d1,2023-05-07,171295
1,usr-563172d2,prod-aa51de60,2023-10-08,97561
1,usr-fc5e4d17,prod-b0444504,2023-10-25,72925
1,usr-3789691f,prod-5e77a43c,2023-08-30,158340
1,usr-a0575353,prod-db7f9dca,2023-09-08,91806
1,usr-cc531097,prod-5a286fa4,2024-01-18,9354
1,usr-802b9fdb,prod-da7d9216,2023-10-13,271633
1,usr-939cea05,prod-58dd3cba,2023-10-06,293089
1,usr-8bae6662,prod-28046163,2023-10-06,195663
1,usr-3f5854f3,prod-fa0b6174,2023-06-10,18185
1,usr-4701e91e,prod-ed291fbd,2023-12-15,12051
1,usr-cbb51816,prod-8ee1fcb8,2023-10-08,163095
1,usr-3a520cce,prod-f6b61abe,2024-01-01,143530
1,usr-74c1bdfd,prod-60f0fcbe,2023-08-06,2838
1,usr-51c29118,prod-853c27ec,2023-03-05,17554
1,usr-3ee0a362,prod-83af2b3c,2024-01-01,27480
1,usr-463f5ed7,prod-7bb5ffa5,2023-07-13,48786
1,usr-98ce3dfa,prod-bbabf535,2023-07-12,251702
1,usr-fa1c446b,prod-73a3d9b6,2023-08-14,131478
1,usr-db29db64,prod-6f36e6c5,2023-09-23,193200
1,usr-d696626f,prod-aea5f421,2023-06-19,107638
1,usr-8c47c0e8,prod-66746659,2023-05-16,95434
1,usr-87ce9432,prod-84bbe60e,2023-04-14,91096
1,usr-a3b882b4,prod-7a19a781,2023-08-13,68043
1,usr-689346a2,prod-6d6f3216,2023-03-25,108229
1,usr-a5153815,prod-c2b9fb82,2023-04-14,217225
1,usr-ac977fcf,prod-e5de988e,2023-05-26,226738
1,usr-fb24cc0a,prod-031390f5,2023-08-27,162762
1,usr-01e6cbba,prod-4f43e674,2024-01-14,160292
1,usr-44db6678,prod-5e397a4e,2023-06-12,33403
1,usr-3979c521,prod-14001f1b,2023-02-22,288120
1,usr-1671e858,prod-e77d8328,2023-07-25,56307
1,usr-6f933322,prod-3b3c69d0,2023-01-19,268257
1,usr-121c0ded,prod-0aec690a,2024-01-07,275009
1,usr-c1e5c048,prod-36cd9bc4,2023-09-10,237030
1,usr-9580d0e0,prod-f3a2703a,2023-01-18,106974
1,usr-881561f2,prod-a9ce1aa5,2023-12-30,180409
1,usr-dea79880,prod-164b2859,2024-01-29,206035
1,usr-ec79c293,prod-94cbe251,2023-07-07,296928
1,usr-626d9652,prod-0e1d4733,2023-08-19,219033
1,usr-56b88022,prod-ef30b8ac,2023-06-19,276486
1,usr-4f0217be,prod-f6da1737,2023-10-25,164443
1,usr-4e02125c,prod-ee82a178,2023-08-05,120102
1,usr-306cf904,prod-375c456e,2023-04-09,50015
1,usr-c4bd75e0,prod-5edd28f5,2023-01-20,160910
1,usr-98bb8be9,prod-fcfcc63d,2023-05-09,207494
1,usr-6030c159,prod-375c710b,2023-06-05,185617
1,usr-81801aa9,prod-853c27ec,2024-01-21,38649
1,usr-91e0bbe2,prod-2a662559,2023-06-25,1479
1,usr-444d9fe6,prod-4f7bdccf,2023-12-19,195534
1,usr-ae915f94,prod-824a1fca,2023-11-27,161978
1,usr-87bed5f2,prod-ed291fbd,2023-11-13,272502
1,usr-18e6458d,prod-f630b71d,2023-12-16,228522
1,usr-5c54b24b,prod-5cd3d5ea,2023-09-24,76839
1,usr-44db6678,prod-ceb4593a,2023-12-26,103001
1,usr-32807830,prod-2c087acb,2023-12-26,89551
1,usr-a48e17fe,prod-1d6acb60,2023-11-17,257718
1,usr-5c54b24b,prod-b08bfc47,2023-08-26,64125
1,usr-a0643a95,prod-e921bf83,2023-04-18,118222
1,usr-027a7f5d,prod-aec75206,2023-08-14,292249
1,usr-dc0a54ab,prod-bf4826ec,2023-03-04,186198
1,usr-9c72a61f,prod-4d3ca411,2023-12-07,164631
1,usr-6c218f42,prod-08adf778,2023-05-19,251724
1,usr-aa39785f,prod-5e702ed5,2023-06-10,238704
1,usr-3979c521,prod-ddab1ece,2023-03-06,239363
1,usr-2f0a0625,prod-0a5d6713,2024-01-16,35228
1,usr-8c7d0739,prod-2713b414,2023-08-23,239412
1,usr-85ffab45,prod-28b1e7f6,2023-04-21,280357
1,usr-d2bbb38d,prod-e649174a,2023-03-28,162295
1,usr-d6578220,prod-a6997ea4,2023-05-10,122153
1,usr-4e02125c,prod-ed1eea77,2023-08-03,191368
1,usr-86c2b66b,prod-14001f1b,2023-01-12,203278
1,usr-ece69e4b,prod-377f1406,2023-09-30,216435
1,usr-8305d36e,prod-690611b6,2024-01-26,89104
1,usr-12eff5db,prod-043c3c78,2023-10-17,154333
1,usr-c7872d7d,prod-899ab27e,2023-05-25,239194
1,usr-bbeaebb9,prod-db64369b,2023-12-01,31022
1,usr-a2a4eb78,prod-48b00f65,2024-01-17,267248
1,usr-da64cec7,prod-5e77a43c,2023-10-06,137708
1,usr-10ed81ee,prod-5701d014,2023-05-01,88274
1,usr-61c15ac5,prod-149464f8,2023-09-30,215856
1,usr-ccb9350b,prod-0be6baed,2023-03-25,267276
1,usr-70fc0373,prod-cd2dcb54,2023-05-21,41155
1,usr-410bd52a,prod-2428adcc,2023-08-05,106648
1,usr-e911e6f4,prod-c122925f,2023-05-06,270705
1,usr-28595c80,prod-1a153cf8,2023-12-04,82961
1,usr-d317658b,prod-84d160bb,2023-01-29,138458
1,usr-d6578220,prod-54c8c043,2023-07-25,133158
1,usr-65f183f2,prod-0c01f40b,2023-02-27,191800
1,usr-cd9b74b6,prod-c2902658,2023-11-21,227012
1,usr-d799321b,prod-2ef73231,2023-03-02,235421
1,usr-15d719e8,prod-6f8f2755,2023-08-28,199829
1,usr-e5576fac,prod-a9ce1aa5,2023-05-20,148845
1,usr-3bc89738,prod-bc119e19,2023-07-16,262670
1,usr-6d3f0a0d,prod-4a93ef39,2023-07-03,171825
1,usr-bddf60e6,prod-c9f49308,2023-04-01,60811
1,usr-4934e467,prod-9f677601,2023-02-01,216106
1,usr-5fabae9d,prod-f3a2703a,2024-01-15,146546
