bid_id_placeholder,bid_guid,auction_guid_fk,user_guid_fk,amount,bid_time,is_winning,is_cancelled
1,bid-2eab228a,auc-299144f1,usr-eb4d1c0e,729.9184493503,2023-04-30,0,0
1,bid-e6475915,auc-c82ae6ca,usr-2ed6a909,873.6717341752686,2023-08-16,0,0
1,bid-f48cb574,auc-20a24e0a,usr-8bff52ed,166.01478390011982,2023-11-28,0,0
1,bid-5056841c,auc-246e319b,usr-c165d5bd,353.64295326141655,2023-11-07,0,0
1,bid-4014629d,auc-07bab005,usr-755b9a01,561.072996552904,2023-08-28,0,0
1,bid-1f6dadf5,auc-08a38da7,usr-97228f9f,175.8500974023133,2023-10-06,0,0
1,bid-6fb3ab93,auc-9b2af634,usr-6aee717e,276.5144516317435,2023-09-25,1,0
1,bid-a4c10994,auc-073c1dab,usr-86dc3cfe,786.0589476020266,2023-11-18,0,0
1,bid-67490639,auc-0a2571bd,usr-b4cc6812,690.2313742194651,2023-10-25,0,0
1,bid-218a42e8,auc-5b817ff0,usr-b481aa61,487.3910057004345,2023-05-26,0,0
1,bid-4bf288b5,auc-0cf32a7c,usr-fab88057,97.29014462932086,2023-10-21,0,0
1,bid-685c9fc2,auc-be0f7adf,usr-4c86d48c,853.3475148999188,2023-09-10,0,0
1,bid-11dd67ba,auc-d89378f3,usr-cf4094e8,525.8497297107388,2023-10-06,0,0
1,bid-c82ebefb,auc-35d8727c,usr-4a2b8292,981.6159001754722,2023-08-07,0,0
1,bid-97c185f6,auc-c4692d66,usr-e45b21c7,689.8719274563783,2023-03-14,0,0
1,bid-e89d5295,auc-f7c5f379,usr-30f3e70f,672.6637654198724,2023-09-25,0,0
1,bid-0b8e6d1e,auc-1323ff6d,usr-17a13355,278.083935992975,2023-06-09,0,0
1,bid-247dd37f,auc-9e4c6cf8,usr-bea1b101,214.59461367842877,2023-05-10,0,0
1,bid-58377dd7,auc-bdc4fba9,usr-607f1a08,712.8005987449501,2023-10-26,0,0
1,bid-77a28698,auc-6bff166a,usr-0583e3af,11.029092415265984,2023-10-26,0,0
1,bid-60284a36,auc-ccdb5a7d,usr-329e341c,979.179428906142,2023-07-06,0,0
1,bid-25326b56,auc-66d9d3a7,usr-7964db0d,172.2962373122449,2023-03-22,0,0
1,bid-39b44c3c,auc-ba7eb3c2,usr-fea421ca,75.00918762820838,2023-07-09,0,0
1,bid-1034396a,auc-396e8f6e,usr-df56e82a,939.955979744867,2023-12-16,0,0
1,bid-5fadae94,auc-26d3977e,usr-9200cd48,171.2778905027316,2023-06-13,0,0
1,bid-68fbc9a6,auc-bcdbf6c2,usr-8bff52ed,490.10311753871804,2023-11-10,0,0
1,bid-73949f93,auc-74b42b6e,usr-cda4df6b,763.377047138898,2023-04-22,0,0
1,bid-59116798,auc-6307dc22,usr-ddaf1c0b,421.56737475779323,2023-12-04,0,0
1,bid-83889726,auc-ccdb5a7d,usr-7d1ac601,962.073122864721,2023-11-24,0,0
1,bid-07f76d51,auc-a5c3081b,usr-f7eae2a6,382.5154681950645,2023-04-04,0,0
1,bid-a183def0,auc-b72e8102,usr-fb2463d4,368.87621766715836,2023-10-31,0,0
1,bid-c2a4b1ba,auc-a4769cbe,usr-97228f9f,564.855576078599,2023-10-25,0,0
1,bid-373618f0,auc-9b2af634,usr-ada8b8bd,257.70462004705706,2023-08-17,0,0
1,bid-dcaaf5cc,auc-f90495db,usr-ff41e9fc,34.68309428449529,2023-10-16,0,0
1,bid-86ebc036,auc-85e610b5,usr-86dc3cfe,775.2957784814168,2023-04-04,0,0
1,bid-8378238c,auc-de992efc,usr-d885a3bc,32.832928529720775,2023-10-14,0,0
1,bid-7e00e9e0,auc-d3bfe267,usr-fb745be4,885.5400769719041,2023-04-08,0,0
1,bid-e0587ac3,auc-a8f885a7,usr-48344912,1.4566043602044223,2023-08-27,0,0
1,bid-478de13f,auc-f70b01cb,usr-74345855,959.5684251409849,2023-08-30,0,0
1,bid-a12965c1,auc-69bbd45f,usr-31e56c24,270.39624410790304,2023-04-24,0,0
1,bid-f5ba7ed8,auc-e1f6415e,usr-cb3066b7,358.9432685292809,2023-05-14,0,0
1,bid-6078f3fb,auc-e0aafb9f,usr-5bc3f759,645.2098317779543,2023-09-08,0,0
1,bid-415f3657,auc-d699d738,usr-704ef4e0,204.4062065274222,2023-05-13,0,0
1,bid-7e3d85e1,auc-547aabd7,usr-9d8446ae,200.21212822934163,2024-01-02,0,0
1,bid-c03f6194,auc-e0aafb9f,usr-5c996a68,395.8380320347293,2023-07-09,0,0
1,bid-6ffcbecc,auc-12e1cf28,usr-2ed6a909,457.23991311124985,2023-11-27,0,0
1,bid-f3f1056f,auc-a33cc6ec,usr-0583e3af,804.5304847465059,2024-01-03,1,0
1,bid-668c0041,auc-52e0b9b7,usr-c165d5bd,677.1563170450424,2023-10-23,0,0
1,bid-ccfabc6b,auc-d3bfe267,usr-3510ce29,467.5273852150826,2023-03-25,0,0
1,bid-b0077a19,auc-9e4c6cf8,usr-f4f9a207,531.0919109703411,2023-12-01,0,0
1,bid-4850c822,auc-779e8c11,usr-ba1ffa8a,661.5927385419585,2023-06-22,0,0
1,bid-0f939850,auc-0e2c7fd9,usr-97228f9f,357.8943542667951,2023-10-05,0,0
1,bid-9d51dbf0,auc-3ce95e6f,usr-32af39e8,401.54645446722554,2023-05-04,0,0
1,bid-b66edb91,auc-c419379f,usr-d3a930b6,618.5319953344641,2023-05-03,0,0
1,bid-2ebd1475,auc-57952020,usr-0d9dd263,174.6523860763168,2023-09-21,0,0
1,bid-24d512ef,auc-97504ef6,usr-f04c75d7,243.24315354529926,2023-12-07,0,0
1,bid-09c15a32,auc-7f1ff858,usr-1babf2b8,145.7744479795335,2023-05-27,0,0
1,bid-1d901458,auc-6b3e1e25,usr-0d767918,561.0316386874999,2023-03-28,0,0
1,bid-d458a7d7,auc-39d12ba2,usr-567871a3,474.724782861412,2024-01-05,0,0
1,bid-b0fd8720,auc-d13d6a51,usr-d2260722,548.7663219010645,2023-06-19,0,0
1,bid-89050748,auc-d9d4788e,usr-856200aa,387.5404543930442,2023-08-03,0,0
1,bid-a5419de7,auc-1fc25d5c,usr-b2c9fd41,730.0373021047606,2023-11-24,0,0
1,bid-56a12bb2,auc-9c78f716,usr-905c0529,854.4669100652642,2023-04-15,0,0
1,bid-4e07c09e,auc-bd574d41,usr-ca983da7,242.37153086706607,2023-09-03,1,0
1,bid-bde31f5b,auc-07bab005,usr-1c103460,99.16595980386758,2023-08-28,0,0
1,bid-378cb802,auc-58dab145,usr-6083d943,494.4243190686936,2023-03-02,0,0
1,bid-e764be1c,auc-c71fa2ee,usr-afbcc355,518.0004663634708,2023-09-20,0,0
1,bid-7ccb48fc,auc-0cd2216a,usr-b63421a7,940.1000326670446,2023-12-08,1,1
1,bid-4762e1d1,auc-ecafce2c,usr-f67c2be6,122.72937347014017,2023-12-13,0,0
1,bid-a8192aee,auc-46b80daf,usr-5a33ea8c,700.5319700757551,2023-03-14,0,0
1,bid-787cff79,auc-c419379f,usr-0597d68f,348.97287510036625,2023-09-15,0,0
1,bid-3b8b90fb,auc-53c988c5,usr-86dc3cfe,259.0006556594118,2023-07-17,0,0
1,bid-da20b348,auc-2dd06fbc,usr-2ed6a909,520.699922837136,2023-06-20,0,0
1,bid-17dabc23,auc-2437dd5e,usr-1c103460,87.98349680347755,2023-11-05,0,0
1,bid-ba911679,auc-de1b729b,usr-d86bbc87,270.2225941709042,2023-07-02,0,0
1,bid-df780228,auc-170da3da,usr-715c28c3,7.870552205326224,2023-07-03,0,0
1,bid-4df4773d,auc-2e1464f2,usr-0e636010,710.3026349110672,2023-07-07,0,0
1,bid-d3412e27,auc-04e5b8c9,usr-1924b5ec,5.858057909955424,2023-08-15,0,0
1,bid-26d1d1ba,auc-53bb2d06,usr-0a3bb694,118.29246244271295,2023-08-19,0,0
1,bid-be0361ad,auc-0ecb5479,usr-de7855dc,153.93140712557044,2023-08-06,0,0
1,bid-d7e6fd04,auc-51e5225b,usr-85fcbd72,954.7483940364124,2023-04-13,0,0
1,bid-eda38df6,auc-7ccb9d42,usr-5a052815,399.0788983517721,2023-10-23,0,0
1,bid-e21be709,auc-930f8045,usr-07f9ef77,730.2853524559267,2023-07-09,0,0
1,bid-1b5c4f85,auc-d4455080,usr-d2260722,984.1675219955358,2023-11-22,0,0
1,bid-edd1668f,auc-a4798b8b,usr-cd1d9a17,280.13803312223973,2023-06-12,0,0
1,bid-64478b9c,auc-f2ff38be,usr-18e5deed,136.27354532039115,2023-03-23,0,0
1,bid-bfdb674b,auc-95e1ee93,usr-4d664edc,166.05377116256085,2023-08-08,0,0
1,bid-5211689f,auc-246e319b,usr-8e135113,968.5215832332374,2023-08-23,0,0
1,bid-f5156edc,auc-a93776f5,usr-9c6355be,121.18419173419463,2023-06-24,0,0
1,bid-3fa481a8,auc-ff7306ab,usr-edd1e48e,920.6187407171293,2023-11-07,0,0
1,bid-7228e17b,auc-bcdbf6c2,usr-e2b7c331,371.6635531374214,2023-10-03,0,0
1,bid-cd960eb3,auc-a93776f5,usr-5f872e95,28.9123271303892,2023-09-18,0,0
1,bid-850bfa69,auc-f7e86d1f,usr-755b9a01,716.0217034688469,2023-07-28,0,0
1,bid-6dcab35d,auc-b72e8102,usr-32956dda,235.29235509623336,2023-10-10,0,0
1,bid-9d427066,auc-c927d358,usr-14b7ede9,785.8517485196352,2023-05-18,0,0
1,bid-86d3398f,auc-5244aa2c,usr-5c996a68,870.8613544181358,2023-03-26,1,0
1,bid-dfcea280,auc-bec84e6f,usr-55f77199,333.51598825408877,2023-03-14,0,0
1,bid-ed1f1611,auc-e3c9b322,usr-517d8cb7,76.13302152722751,2023-03-02,0,0
1,bid-3f859d84,auc-7f1ff858,usr-cf4094e8,409.14301605679384,2023-09-13,0,0
1,bid-02aca170,auc-3cf1311d,usr-ac536fdd,103.40177993744457,2023-10-20,0,1
1,bid-8bece45e,auc-2346ee0b,usr-9017d93e,827.457387619076,2023-06-11,0,0
1,bid-c9c1cc42,auc-39bad75a,usr-cb6af303,547.800301514396,2023-08-16,0,0
1,bid-ce2caf13,auc-7ccb9d42,usr-fea421ca,810.4080937358374,2023-12-02,0,0
1,bid-68eac400,auc-b3a81e42,usr-f01d6a7e,653.5870134125703,2023-05-17,0,0
1,bid-4bc9345f,auc-a7a65db7,usr-ddaf1c0b,154.94182766123666,2023-07-10,0,0
1,bid-663b699d,auc-0f003166,usr-7964db0d,372.48969223531225,2023-07-26,0,0
1,bid-21f7b652,auc-a93776f5,usr-32956dda,777.5661116019146,2023-08-08,0,0
1,bid-9c1bd183,auc-5adb43a8,usr-76e382f8,440.49842329423916,2023-06-06,0,0
1,bid-cd38038f,auc-dd0500e2,usr-49d21b5a,969.6476561170612,2023-03-01,0,0
1,bid-93feaceb,auc-299144f1,usr-14b7ede9,878.3039495451732,2024-01-15,0,0
1,bid-e12f106d,auc-f7d90703,usr-09786814,593.0223753814073,2023-12-05,0,0
1,bid-c70c60ec,auc-795fcdaf,usr-514ccdaf,811.5134977786296,2023-06-22,0,0
1,bid-c7340fbe,auc-ec76f0ca,usr-8c37fb97,719.6206276598848,2023-12-19,0,0
1,bid-70159386,auc-38a22415,usr-a7f362fd,276.14706209133675,2023-09-05,0,0
1,bid-5064f3a5,auc-865e4dfd,usr-8fc70a13,129.41343618654676,2023-11-29,0,0
1,bid-00ebb5ce,auc-0a2571bd,usr-856200aa,927.7055391403139,2023-07-20,0,0
1,bid-f7eeacf3,auc-1b21c2ec,usr-6220d0a2,561.0144105201257,2023-10-08,0,0
1,bid-ed9935e9,auc-d40be145,usr-0d9dd263,30.38570327565249,2023-03-26,0,0
1,bid-b66b9529,auc-e583335c,usr-9d8446ae,814.2351951792918,2023-11-24,0,0
1,bid-6a2ac6fb,auc-6bd65bd0,usr-55f77199,481.9579906453305,2023-03-24,0,0
1,bid-f524d74f,auc-3ce95e6f,usr-5d57d842,228.8375837034387,2023-04-07,0,0
1,bid-232ec32a,auc-de1b729b,usr-576c011d,970.5421357622293,2023-07-25,0,0
1,bid-eda9fe58,auc-80aaddd1,usr-14b7ede9,270.6732090916072,2023-03-21,1,0
1,bid-e2e90349,auc-7f252b57,usr-eb4d1c0e,68.2483975341095,2023-05-04,0,0
1,bid-f892a31e,auc-854ddd7a,usr-52ed6704,967.6515725271506,2023-05-28,0,0
1,bid-79ecfbfa,auc-fed6ce03,usr-61066281,944.8455779563393,2023-06-29,0,0
1,bid-4bf50742,auc-7685d6b8,usr-e3d6b4bf,778.2597047969772,2023-10-06,0,0
1,bid-d9cd3b14,auc-63b9c9d7,usr-67f49b0d,745.1026703143498,2023-07-14,0,0
1,bid-5e7c3424,auc-ccf9d001,usr-c968c375,508.65384441749836,2023-06-08,0,0
1,bid-66e6c494,auc-7293b7df,usr-a5ac7769,845.2511544570087,2023-04-27,0,0
1,bid-99903bd1,auc-ecafce2c,usr-41ba2370,696.0071102471702,2023-08-11,0,0
1,bid-7f60f2e9,auc-b3a81e42,usr-044499b1,704.7990905201651,2023-10-19,0,0
1,bid-a3d51fab,auc-cede9205,usr-6220d0a2,792.103008318903,2023-07-10,0,0
1,bid-9428c916,auc-170da3da,usr-f548a45f,302.30046335899175,2023-05-31,0,0
1,bid-9bb448f5,auc-a4769cbe,usr-cd2f2ec2,952.6839419012962,2023-07-19,0,0
1,bid-0043b466,auc-821a31ee,usr-60f4ad6c,211.22935417496083,2023-06-15,0,0
1,bid-8f3cbe33,auc-7f252b57,usr-cd2f2ec2,344.06460486076134,2023-09-25,0,0
1,bid-4872b31e,auc-a93776f5,usr-b99da0d2,162.15434865252058,2023-09-01,0,0
1,bid-2cfd06df,auc-b2768398,usr-31e56c24,870.4213530022053,2023-04-06,0,0
1,bid-43a4c62f,auc-9f4c385f,usr-0d9dd263,776.8734916351391,2023-09-13,0,0
1,bid-ee6771ef,auc-9dec2791,usr-954b130f,338.4886377233151,2023-03-23,1,0
1,bid-7085e102,auc-88e22887,usr-d3a930b6,140.72751867942128,2023-07-12,0,0
1,bid-bc4cb662,auc-c71925d6,usr-9451dee1,499.24402027696465,2023-06-15,0,0
1,bid-8f6aa24b,auc-80c326e9,usr-f24a47be,226.63607337987708,2023-07-11,0,0
1,bid-50745415,auc-34dac54e,usr-735f86d2,328.06698435818566,2023-05-07,0,0
1,bid-7729169c,auc-d4455080,usr-dad43a58,758.7683030630753,2023-03-14,0,0
1,bid-aa2e39af,auc-04e5b8c9,usr-6083d943,295.2237430464932,2023-07-09,0,0
1,bid-2f17a168,auc-4db7d6e8,usr-aff16f5a,258.6025092472593,2023-10-19,0,0
1,bid-591daa67,auc-c419379f,usr-950a4b93,64.87199749416791,2023-11-23,0,0
1,bid-9d910092,auc-15c55bdd,usr-7ed71dcc,64.3849519862454,2023-05-26,0,0
1,bid-2961fed9,auc-7879faba,usr-a7f362fd,850.5233451148711,2023-11-26,0,0
1,bid-852ced42,auc-5e1d05a4,usr-950a4b93,692.7352549744172,2023-12-28,0,0
1,bid-8fe08ace,auc-a4798b8b,usr-18e5deed,867.2990458382408,2023-10-27,0,0
1,bid-31504f51,auc-905ccbdf,usr-31e56c24,688.569480711035,2023-07-22,0,0
1,bid-e629a025,auc-1f6cf919,usr-0e636010,760.0517693644343,2023-10-09,0,0
1,bid-76393760,auc-871779e5,usr-cf4094e8,789.0116372261846,2023-08-26,0,0
1,bid-d12c9456,auc-6307dc22,usr-0597d68f,155.45144584654378,2023-10-13,0,0
1,bid-79270b45,auc-10c5ad6f,usr-44d7c355,825.3975173953697,2023-06-26,0,1
1,bid-9bc4b15a,auc-51b9b898,usr-d8013104,839.7409118472467,2023-10-22,0,0
1,bid-1e1d7715,auc-8e160f99,usr-ddaf1c0b,104.06478420907851,2023-12-13,0,0
1,bid-92d105e5,auc-cd1f86f2,usr-30f3e70f,229.49035757700466,2023-08-03,1,0
1,bid-6b0b88dd,auc-39d12ba2,usr-eee63934,947.5302338367757,2023-08-07,0,0
1,bid-85404db6,auc-d4c5db33,usr-61066281,324.73613506311324,2023-06-12,0,0
1,bid-16640b54,auc-455f7257,usr-76b3deed,427.98594644576025,2023-08-25,0,0
1,bid-42f4f6a7,auc-4aa71d0a,usr-30f3e70f,585.0485835024161,2023-10-27,0,0
1,bid-60cb3357,auc-c82ae6ca,usr-fc3dce2a,358.16111851783313,2023-06-18,0,0
1,bid-e8cebf3c,auc-629b7e1f,usr-46ca183c,396.20721160658155,2023-11-15,0,0
1,bid-d662e0bb,auc-be0f7adf,usr-0bc75854,156.50812993422585,2023-04-20,0,0
1,bid-b9411fb8,auc-8aabf7d9,usr-821b5391,525.4965119663182,2023-12-09,0,0
1,bid-c68f84a3,auc-0cbcd379,usr-e18a7b96,751.5077803209039,2023-04-30,0,0
1,bid-042f1a0c,auc-9b2af634,usr-64c6a892,181.1892165651085,2023-09-03,1,0
1,bid-54d78bb0,auc-77dc18fa,usr-67a12ef9,216.76087763081338,2023-03-02,0,0
1,bid-cf7dae60,auc-905ccbdf,usr-f434518c,63.851059455591034,2023-03-26,0,0
1,bid-c2e772f4,auc-9f4c385f,usr-f7eae2a6,42.7214339030628,2023-09-29,0,0
1,bid-e4eeeb32,auc-69bbd45f,usr-c7722b72,444.1229890871294,2023-11-08,0,0
1,bid-13c57b72,auc-53c988c5,usr-d4cc9d61,263.9647391825828,2023-12-16,0,1
1,bid-06aeea05,auc-e7800794,usr-d2b82aa2,184.02971495092925,2023-06-16,0,0
1,bid-792ff2d5,auc-3d58045b,usr-9ccd6726,574.0307177860755,2023-05-10,0,1
1,bid-24fb4dda,auc-a2c853d0,usr-ec454ed0,85.78959322838557,2023-09-18,0,0
1,bid-ec4da726,auc-f4669634,usr-08dbe213,508.7584228695057,2024-01-04,0,0
1,bid-87c2584f,auc-b7736dca,usr-b63421a7,933.0500495976793,2023-04-02,0,0
1,bid-863e3ab7,auc-94ab8d01,usr-bf2a3290,282.99958917639617,2023-09-07,0,0
1,bid-77e9776a,auc-be0f7adf,usr-25d26aa6,392.35717329755187,2023-12-07,0,0
1,bid-ae63a0bd,auc-22854114,usr-587813d2,1.561085333005301,2023-11-17,0,0
1,bid-6a8d02eb,auc-79ffce84,usr-802cad2b,398.23625533812873,2023-07-28,0,0
1,bid-b73c7927,auc-d13d6a51,usr-7ed71dcc,81.38539287792035,2023-05-10,0,0
1,bid-d58f8d70,auc-3442f987,usr-fb3e9623,487.7663119111609,2023-09-17,0,0
1,bid-735cd9a0,auc-e583335c,usr-b63421a7,841.9109245240986,2023-11-11,0,0
1,bid-8ea5f99e,auc-de992efc,usr-52ed6704,992.0435732252455,2023-09-07,0,0
1,bid-535847f5,auc-09d640b9,usr-b4cc6812,22.81695032900264,2023-06-04,0,0
1,bid-1e8dadf7,auc-3e081190,usr-07f9ef77,682.953820795046,2023-03-19,0,0
1,bid-987c0a80,auc-2925feac,usr-4844cb4c,621.824585136225,2023-12-05,0,0
1,bid-9aebfcc0,auc-0cfd5bfb,usr-71cfa548,52.60308551638022,2023-05-30,0,0
1,bid-4ab1e8c8,auc-6bd65bd0,usr-d4cc9d61,342.00783744858296,2023-09-16,1,0
1,bid-0f75862c,auc-58dab145,usr-856200aa,354.21954816740333,2023-03-24,0,0
1,bid-ffe5321b,auc-104a43de,usr-e586ad9a,517.497721849279,2023-11-29,0,0
1,bid-832aa021,auc-3431edc1,usr-b481aa61,334.5920774462766,2023-06-27,0,0
1,bid-02150082,auc-78350b9b,usr-4a2b8292,881.6109528198016,2023-04-19,0,0
1,bid-6836774c,auc-b86f19fa,usr-48344912,38.96966707509561,2023-06-18,0,0
1,bid-183339bc,auc-69e50b36,usr-a6b25129,735.6186368697884,2023-07-16,0,0
1,bid-86ed9e89,auc-2e1464f2,usr-09786814,914.0973571821072,2024-01-04,0,0
1,bid-410d8712,auc-299144f1,usr-76b3deed,102.9740605386824,2023-04-11,0,0
1,bid-b516ce57,auc-3733c38d,usr-48344912,537.2290999468553,2023-04-22,0,0
1,bid-729d3da0,auc-54aba9d6,usr-9dbd8bc7,884.4947430340475,2023-05-07,0,0
1,bid-1d43dc82,auc-795fcdaf,usr-8bff52ed,264.0130125083752,2023-04-10,0,0
1,bid-cf18aa4c,auc-606731fd,usr-7d1ac601,240.54415354749165,2023-03-05,0,0
1,bid-2340238c,auc-e583335c,usr-09010cf1,700.1515030834705,2023-11-14,0,0
1,bid-d548319e,auc-58dab145,usr-8fc70a13,354.50730736697943,2023-08-22,0,0
1,bid-94aa6222,auc-435b3249,usr-85fcbd72,316.4088470571385,2023-12-02,0,0
1,bid-2baa5486,auc-77dc18fa,usr-bea1b101,193.88700546289792,2023-08-18,0,0
